Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,10,50,1,11,0.0216175,9.50019,8.8293e-05,0 1 2 3 4 5 6 7 8 9 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,10,50,1,4,0.00502763,2.09703,6.68225,0 1 2 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,10,50,1,11,0.0216175,9.30364,0.139963,0 1 7 6 5 3 4 2 8 9 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,20,50,1,20,0.0403005,19.6282,6.7973e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,20,50,1,15,0.0301549,13.5583,6.90846,0 11 5 10 2 8 9 13 12 4 3 6 1 7 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,20,50,1,21,0.0422784,19.8387,0.141291,0 1 9 8 14 17 13 12 15 2 3 4 10 5 6 11 18 16 7 19 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,30,50,1,29,0.0574931,29.9319,8.3502e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,30,50,1,24,0.0481214,22.9678,6.13297,0 14 8 17 13 9 12 15 2 4 3 5 1 7 19 11 6 10 20 16 18 21 22 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,30,50,1,30,0.0593478,29.3014,0.137619,0 1 27 23 13 9 12 15 8 17 2 14 25 3 4 5 10 26 6 11 7 20 16 19 24 18 21 22 28 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,40,50,1,37,0.0718806,39.5316,6.3818e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,40,50,1,34,0.0665625,33.1215,8.15891,0 1 5 3 25 14 17 8 13 23 27 9 12 15 2 4 10 26 20 6 11 7 28 19 16 18 21 24 30 34 31 22 29 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,40,50,1,40,0.0770816,39.6074,0.147796,0 1 36 29 31 22 35 34 30 24 21 37 38 18 16 19 28 11 6 25 3 5 7 20 26 10 33 4 2 14 17 8 15 12 9 13 23 27 32 2969
