Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,10,0.333157,9.81224,3.136e-06,0 1 2 3 4 5 6 7 8 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,11,0.353226,9.62976,4.72263,0 1 8 3 4 2 5 9 6 10 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,11,0.353226,9.62976,2.79365,0 1 8 3 4 2 5 9 6 10 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,11,0.352759,9.74606,0.00766397,0 1 4 3 11 9 6 5 2 8 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,11,0.352759,9.93516,0.00372944,0 1 6 5 2 11 8 3 4 9 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,11,0.353226,9.62976,5.10637,0 1 8 3 4 2 5 9 6 10 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,17,0.491307,19.1698,3.304e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,20,0.536859,19.6626,4.01718,0 1 3 8 2 5 9 10 6 14 11 17 4 16 12 15 7 13 18 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,20,0.536859,19.5294,0.672768,0 1 8 3 2 5 9 10 6 14 11 17 4 16 12 18 13 7 15 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,20,0.536859,19.6048,0.00653923,0 1 10 6 9 5 14 11 2 8 3 17 4 16 12 18 13 7 15 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,20,0.536859,19.6048,0.0037216,0 1 10 6 9 5 14 11 2 8 3 17 4 16 12 18 13 7 15 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,20,0.536859,19.7528,5.853,0 1 17 3 8 5 9 10 6 14 11 2 4 16 12 15 7 13 18 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,24,0.578761,29.0992,3.072e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,29,0.620518,29.6058,3.86297,0 1 8 3 2 5 9 21 35 10 6 14 11 17 26 4 16 12 20 34 27 15 19 7 31 13 18 22 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,29,0.620268,29.407,0.986086,0 1 2 5 9 21 10 6 14 11 17 4 3 8 16 12 26 37 31 19 20 34 27 15 7 13 18 22 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,29,0.620518,29.5768,0.00353001,0 1 35 10 21 9 5 6 14 11 2 8 3 17 26 4 16 12 18 13 31 7 22 19 20 15 27 34 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,29,0.620518,29.5768,0.00553342,0 1 35 10 21 9 5 6 14 11 2 8 3 17 26 4 16 12 18 13 31 7 22 19 20 15 27 34 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,29,0.620518,29.5802,4.85998,0 3 8 2 5 9 21 35 10 6 14 11 1 17 26 4 16 12 20 34 27 15 19 7 31 13 22 18 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,31,0.634096,39.3268,3.574e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 26 27 31 34 35 37 39 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,38,0.670193,39.6631,6.82718,0 47 8 60 3 2 21 35 44 10 9 5 6 14 11 43 1 17 26 4 16 12 39 37 13 18 22 40 7 15 31 19 20 34 27 49 54 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,38,0.66723,39.1335,1.14858,0 1 2 5 9 21 35 10 6 14 11 43 17 4 26 12 16 3 8 47 60 71 39 37 13 18 22 7 31 19 40 15 20 27 49 54 34 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,38,0.67056,39.9212,0.00989838,0 1 44 56 35 10 21 9 6 14 5 8 47 2 11 43 17 26 40 15 27 54 49 34 20 19 7 31 13 22 18 37 39 12 16 4 3 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,38,0.67056,39.9212,0.00632393,0 1 44 56 35 10 21 9 6 14 5 8 47 2 11 43 17 26 40 15 27 54 49 34 20 19 7 31 13 22 18 37 39 12 16 4 3 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,38,0.67056,39.4746,6.11684,0 3 8 47 9 21 44 56 35 10 6 2 14 5 11 1 43 17 4 16 12 26 39 37 18 22 13 31 19 7 40 15 27 20 34 49 54 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,38,0.670324,49.56,3.307e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 26 27 31 34 35 37 39 40 43 44 47 49 54 58 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,47,0.699764,49.9104,5.59719,0 1 16 12 58 4 17 43 14 11 2 60 8 47 63 9 10 56 44 35 64 21 6 5 3 26 71 67 66 39 37 13 15 19 31 7 27 34 61 54 49 20 40 22 18 82 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,48,0.698464,49.7037,4.20499,0 1 2 5 9 6 14 11 43 17 4 26 12 67 82 37 31 7 19 15 20 34 49 27 86 40 22 13 18 39 66 58 71 16 60 3 8 47 63 75 21 10 77 64 35 56 44 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,47,0.70009,49.1054,0.00477015,0 1 44 56 64 35 10 21 75 9 6 14 5 63 47 2 11 43 17 3 8 60 16 4 26 12 71 58 67 66 39 37 13 18 22 40 7 31 19 20 15 27 34 49 54 61 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,47,0.70009,49.1054,0.00593374,0 1 44 56 64 35 10 21 75 9 6 14 5 63 47 2 11 43 17 3 8 60 16 4 26 12 71 58 67 66 39 37 13 18 22 40 7 31 19 20 15 27 34 49 54 61 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,47,0.70009,49.4388,9.67742,0 1 11 14 6 9 75 8 3 60 71 58 12 16 4 17 43 2 47 5 63 21 10 35 44 56 64 26 67 66 39 37 13 18 22 40 7 31 19 20 15 27 34 49 54 61 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,60,50,1,44,0.691802,59.5907,3.346e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 26 27 31 34 35 37 39 40 43 44 47 49 54 56 58 60 61 63 64 66 100
