Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Gurobi,filtered_GW200129_065458_7dt_separate.csv,10,50,1,11,0.777369,9.98175,0.243539,0 1 3 6 2 5 10 4 7 8 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,20,50,1,19,0.900287,19.4414,3.10267,0 1 3 14 11 13 8 17 7 6 2 4 5 10 15 12 9 16 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,30,50,1,29,0.952772,29.9841,100.43,0 1 3 14 18 20 17 11 23 21 24 13 8 19 22 7 6 2 4 5 10 15 27 25 16 12 9 26 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,40,50,1,38,0.974344,39.9049,28.4111,0 1 3 14 22 31 28 11 32 23 21 24 13 8 19 17 20 18 7 34 6 2 15 5 4 10 35 36 27 30 29 33 9 16 12 25 26 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,50,50,1,47,0.981842,49.8938,600.823,0 1 51 34 14 18 20 31 22 7 6 3 32 8 23 21 13 24 44 11 19 28 17 52 2 43 48 4 5 10 15 35 36 27 41 30 29 40 33 47 12 25 16 9 38 26 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,60,50,1,56,0.985428,59.9836,6.56539,0 1 2 5 15 4 51 34 3 14 18 31 20 66 17 52 21 23 69 13 44 24 58 8 11 32 19 28 22 59 6 7 48 43 56 10 35 64 36 27 41 47 40 29 30 33 68 67 25 55 38 9 26 16 12 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,70,50,1,56,0.985428,69.6018,0.387921,0 1 24 52 15 36 51 2 41 4 34 14 30 69 21 11 58 23 10 47 40 33 68 67 64 25 29 18 6 44 13 7 59 22 32 35 66 31 48 56 27 19 20 17 8 5 3 28 43 26 38 55 9 12 16 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,80,50,1,56,0.985428,78.7516,0.297761,0 9 30 28 18 66 40 33 34 47 55 1 14 4 15 64 26 27 58 44 16 12 67 24 25 48 2 41 11 6 32 21 17 31 38 22 43 19 3 59 13 36 56 20 23 68 29 7 51 10 5 35 8 52 69 69
Gurobi,filtered_GW200129_065458_7dt_separate.csv,90,50,1,56,0.985428,79.7227,0.336751,0 6 43 27 35 36 38 22 47 66 24 3 34 25 64 7 18 20 41 30 15 51 23 9 26 59 67 33 31 4 28 17 44 68 40 13 11 69 10 32 2 52 58 29 55 5 56 48 1 14 19 8 12 21 16 69
Greedy,filtered_GW200129_065458_7dt_separate.csv,10,50,1,10,0.757168,8.94373,3.402e-06,0 1 2 3 4 5 6 7 8 69
