Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,10,50,1,11,0.0272506,9.65082,6.1673e-05,0 1 2 3 4 5 6 7 8 9 2303
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,10,50,1,11,0.0272506,9.52232,5.13314,0 3 4 7 2 5 1 6 8 9 2303
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,10,50,1,11,0.0272506,9.374,0.108382,0 1 6 8 2 7 4 9 3 5 2303
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,20,50,1,20,0.0529997,19.1935,4.9213e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 2303
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,20,50,1,21,0.0557649,19.7857,4.76553,0 1 8 14 13 9 7 18 11 17 6 16 15 2 3 4 12 10 19 5 2303
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,20,50,1,21,0.0557649,19.8142,0.114119,0 1 2 14 15 8 17 16 6 5 11 10 12 3 13 9 4 7 18 19 2303
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,30,50,1,29,0.0775702,29.3223,5.1084e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 2303
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,30,50,1,30,0.0802027,29.4546,5.46277,0 16 17 8 11 27 12 7 9 13 14 15 3 18 22 21 4 26 24 19 5 1 20 28 23 6 25 2 10 2303
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,30,50,1,30,0.0802027,29.4562,0.109964,0 1 20 19 10 18 9 12 4 7 22 21 24 3 13 2 14 15 8 11 5 17 16 6 23 25 26 27 28 2303
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,40,50,1,38,0.100551,39.3673,5.2606e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 2303
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,40,50,1,40,0.105498,39.438,5.80025,0 5 19 27 3 9 13 14 15 8 2 35 18 32 37 33 36 30 31 26 7 4 22 34 21 24 12 10 11 17 6 16 25 29 28 23 38 1 20 2303
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,40,50,1,40,0.105498,39.8387,0.122665,0 1 30 31 7 4 12 10 27 24 21 34 22 26 32 18 35 13 9 3 2 14 15 6 28 23 16 29 25 17 8 11 5 19 20 38 33 36 37 2303
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,50,50,1,47,0.122508,49.9602,7.025e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 49 2303
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,50,50,1,49,0.127277,48.9908,7.48006,0 1 23 38 20 5 19 41 12 10 27 24 21 22 26 31 7 18 4 42 34 44 46 45 39 36 33 30 37 32 35 40 14 13 9 3 11 2 15 25 43 29 47 28 16 6 17 8 2303
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,50,50,1,50,0.129621,49.9572,0.123715,0 1 35 13 40 14 15 43 29 47 16 25 17 6 28 23 38 20 41 19 5 8 11 10 27 24 42 21 12 3 2 9 18 32 7 4 34 44 22 31 26 37 30 33 36 46 39 45 50 2303
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,60,50,1,55,0.141321,59.9947,5.202e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 54 2303
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,60,50,1,58,0.148258,58.9974,6.24952,0 20 19 27 41 11 4 7 9 13 14 29 47 48 28 23 38 1 5 3 22 18 26 37 33 36 39 46 50 45 55 54 52 49 30 31 44 21 42 34 10 35 32 40 53 43 15 25 16 8 2 24 12 17 6 51 56 2303
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,60,50,1,59,0.150511,59.7936,0.128945,0 1 51 29 16 47 28 48 23 6 43 53 15 40 14 2 8 25 17 11 5 20 38 41 19 27 24 42 34 44 31 22 21 10 12 3 9 4 7 13 35 18 32 26 37 30 49 36 33 39 46 52 50 45 55 54 56 57 2303
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200216_220804_7dt.csv,70,50,1,62,0.15722,69.1542,7.2682e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 2303
