Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,10,50,1,11,0.067307,9.51614,2.7807e-05,0 1 2 3 4 5 6 7 8 9 2386
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,10,50,1,11,0.067307,9.32744,4.76951,0 1 6 3 5 7 8 9 2 4 2386
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,10,50,1,11,0.067307,9.31754,0.0374548,0 1 7 8 5 9 3 2 4 6 2386
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,20,50,1,20,0.126088,19.627,4.5576e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 2386
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,20,50,1,21,0.132056,19.6597,4.32334,0 1 3 9 8 5 11 14 15 7 18 6 16 10 17 12 4 2 13 19 2386
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,20,50,1,21,0.132056,19.7291,0.0430579,0 1 14 15 11 8 7 18 5 9 3 6 16 17 12 10 4 2 13 19 2386
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,30,50,1,29,0.177245,29.6359,2.5467e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 2386
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,30,50,1,30,0.18271,29.2226,4.16695,0 1 5 9 23 8 11 21 14 7 18 6 2 16 20 27 10 17 28 12 19 13 22 26 25 24 15 3 4 2386
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,30,50,1,30,0.18271,29.5625,0.0407927,0 1 22 14 24 15 11 21 8 23 9 5 7 18 6 20 16 3 2 13 19 4 12 17 10 25 26 27 28 2386
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,40,50,1,38,0.224331,39.8351,2.6046e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 37 2386
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200208_222617_7dt.csv,40,50,1,40,0.234155,39.5846,4.48634,0 1 18 33 35 15 7 5 29 34 20 17 10 27 6 16 2 3 9 8 21 11 14 24 25 26 22 37 23 32 13 19 4 12 30 28 31 36 38 2386
