Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,10,0.275449,9.10338,1.4309e-05,0 1 2 3 6 7 11 13 14 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.69046,0.000814378,0 1 6 2 11 14 16 7 3 13 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.84631,0.407649,0 13 3 11 14 1 16 7 2 6 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,18,0.381732,19.6793,3.148e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.7324,0.00119776,0 1 32 13 19 3 39 7 16 14 11 2 20 6 17 37 36 25 42 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.4961,1.31667,0 1 11 14 3 39 13 32 19 7 16 20 2 6 17 37 36 25 42 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,24,0.414105,29.3473,2.921e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.429861,29.5697,0.00265862,0 1 64 32 51 67 13 19 7 16 3 39 14 11 2 20 62 6 17 59 37 36 65 54 25 42 68 57 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.429861,29.4063,306.085,0 13 67 51 64 32 19 3 39 14 1 7 16 20 2 11 62 6 17 37 59 36 65 54 25 42 68 57 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,31,0.435163,39.4384,6.465e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,38,0.450504,39.3642,0.00319195,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 57 83 84 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,39,0.452451,39.9989,7.3698,0 1 14 39 13 67 51 79 64 32 74 19 3 7 16 20 2 11 62 6 77 37 17 59 36 81 82 65 71 54 25 42 70 68 87 83 57 84 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,38,0.450504,49.38,7.211e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 74 77 79 81 82 83 84 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,46.4409,0.00272606,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 57 83 84 87 90 91 92 97 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,49.0839,0.188304,0 97 62 67 82 54 71 36 6 17 59 51 74 79 64 13 2 1 3 19 32 37 92 81 11 39 14 16 70 25 42 68 20 7 77 65 90 57 84 91 83 87 100
