Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,10,50,1,11,0.941084,9.94358,3.772e-06,0 1 2 3 4 5 6 7 8 9 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,10,50,1,11,0.941084,9.67312,0.00097315,0 1 6 9 3 2 8 5 7 4 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,10,50,1,11,0.941084,9.8193,0.318549,0 1 4 3 7 5 9 2 6 8 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,20,50,1,19,0.967499,19.2213,2.822e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,20,50,1,20,0.968311,19.8249,0.00284021,0 1 3 6 9 2 11 8 13 14 4 7 5 10 12 15 16 17 18 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,20,50,1,20,0.968311,19.8166,0.532056,0 13 7 4 14 16 3 8 18 10 11 1 9 6 15 17 2 5 12 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,30,50,1,27,0.972207,29.2057,3.323e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,30,50,1,29,0.972859,29.7186,0.00357202,0 1 20 21 15 17 16 13 14 3 6 9 11 24 18 8 2 4 10 5 7 12 19 22 23 25 26 27 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,30,50,1,30,0.973175,29.9078,0.472441,0 1 8 18 24 25 27 26 11 2 9 21 28 20 15 17 6 16 3 13 14 4 7 5 10 12 19 22 23 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200208_130117_7dt_separate.csv,40,50,1,35,0.974564,39.1941,3.496e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 32 35 36 42 100
