Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,10,0.662436,8.98141,5.794e-06,0 1 2 3 4 5 6 7 8 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,11,0.682021,9.69498,4.22761,0 1 3 9 4 2 6 8 5 7 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,11,0.682021,9.82979,0.966232,0 1 9 7 5 8 6 2 3 4 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,11,0.682021,9.71052,0.000571795,0 1 4 3 9 2 6 8 5 7 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,11,0.682021,9.7942,0.224891,0 1 9 3 4 6 2 7 8 5 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,19,0.768233,19.7966,5.328e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 21 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,20,0.774107,19.5987,5.20438,0 1 2 15 16 6 8 21 10 9 11 18 3 4 23 7 12 5 20 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,20,0.774107,19.4909,0.875138,0 1 18 4 15 16 6 11 9 3 2 10 8 23 7 12 5 21 20 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,20,0.774107,19.4557,0.000925114,0 1 3 18 11 9 10 6 2 4 15 16 8 12 7 5 20 21 23 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,20,0.774107,19.6898,0.479555,0 1 11 4 15 6 10 9 18 3 2 16 23 20 5 12 8 7 21 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,27,0.796449,29.3775,5.18e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 21 23 25 27 33 39 41 42 43 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,29,0.800061,29.0626,4.16387,0 1 9 10 6 16 2 15 4 39 50 18 3 11 33 43 20 21 25 5 8 27 23 7 42 41 12 52 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,30,0.801319,29.9034,1.51375,0 1 3 4 2 16 15 39 50 18 11 9 33 10 43 20 21 5 25 12 7 8 27 6 57 23 42 41 60 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,29,0.800061,29.8952,0.0020546,0 1 39 4 3 18 11 9 33 10 6 2 15 16 27 8 20 21 25 12 5 7 23 41 42 43 50 52 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,30,0.801645,29.981,0.501521,0 1 3 4 2 6 16 15 39 50 18 55 11 9 33 10 43 27 23 8 20 21 25 5 12 7 42 41 52 100
