Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,10,0.212047,9.92927,6.61e-06,0 1 2 3 4 5 6 7 17 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,10,0.219244,9.7549,4.19676,0 1 3 8 4 6 5 7 2 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,11,0.22938,9.7794,1.67873,0 1 7 2 5 6 3 12 11 10 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,10,0.219244,9.20025,0.000337019,0 1 7 2 5 6 3 4 8 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,11,0.22938,9.79767,2.17758,0 1 5 2 7 6 3 12 10 11 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,17,0.350823,19.7531,7.202e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,19,0.382743,19.6332,3.66405,0 7 3 6 11 8 13 15 16 9 4 14 10 12 17 1 5 2 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,20,0.395791,19.8063,1.62264,0 1 7 2 5 6 3 12 10 11 20 19 14 8 13 4 15 9 16 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,20,0.397512,19.9592,0.000852584,0 1 18 2 7 17 5 6 3 12 10 11 14 8 13 4 15 9 16 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,20,0.397512,19.9565,1.92498,0 1 17 7 18 2 5 6 3 12 10 11 14 8 13 9 4 15 16 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,25,0.460822,29.9964,6.408e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 50 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,28,0.504317,29.356,3.56361,0 7 6 26 12 20 22 23 13 15 24 16 9 8 4 14 21 19 11 10 3 1 17 5 25 2 18 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,29,0.507883,29.4706,1.19668,0 1 17 7 2 5 6 3 26 12 34 35 10 11 20 19 22 21 14 23 8 28 4 13 15 9 24 16 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,29,0.515872,29.6554,0.00195744,0 1 18 2 25 5 7 17 3 6 12 26 27 10 20 11 22 19 21 14 23 8 13 4 9 16 24 15 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,29,0.515872,29.5072,1.47499,0 1 17 7 2 18 25 5 6 3 26 12 27 10 20 11 22 19 21 14 23 8 4 13 15 24 16 9 100
