Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,10,50,1,10,0.757168,8.94373,2.739e-06,0 1 2 3 4 5 6 7 8 69
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,10,50,1,11,0.777369,9.88144,5.65859,0 1 4 10 5 2 6 3 7 8 69
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,10,50,1,11,0.777369,9.88144,0.789785,0 1 4 10 5 2 6 3 7 8 69
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,10,50,1,11,0.777169,9.87694,0.000462883,0 1 4 5 2 6 3 7 8 11 69
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,10,50,1,11,0.777369,9.98175,0.243539,0 1 3 6 2 5 10 4 7 8 69
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,20,50,1,15,0.852875,19.2312,2.606e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 69
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,20,50,1,19,0.897108,19.6403,3.48961,0 1 4 10 5 2 6 7 13 8 11 18 14 3 15 16 9 12 69
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,20,50,1,19,0.900287,19.8178,1.35647,0 1 12 9 16 15 10 5 4 2 6 3 7 14 17 11 8 13 69
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,20,50,1,19,0.900287,19.5193,0.00105671,0 1 13 8 11 17 14 7 3 6 2 4 5 10 15 16 9 12 69
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,20,50,1,19,0.900287,19.4414,3.10267,0 1 3 14 11 13 8 17 7 6 2 4 5 10 15 12 9 16 69
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,30,50,1,22,0.921344,29.2352,3.419e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 69
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,30,50,1,28,0.94954,29.5286,3.61581,0 1 5 10 2 22 18 19 8 23 21 24 13 11 17 20 14 7 6 4 3 15 25 16 9 12 26 69
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,30,50,1,29,0.950851,29.8385,0.856387,0 1 3 7 31 20 17 11 23 21 13 8 19 28 22 18 14 6 2 4 5 10 15 27 29 12 9 16 69
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,30,50,1,28,0.94954,29.2633,0.0023093,0 1 21 24 13 23 8 11 19 17 20 18 22 14 7 3 6 2 4 5 10 15 25 16 12 9 26 69
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,30,50,1,29,0.952772,29.9841,100.43,0 1 3 14 18 20 17 11 23 21 24 13 8 19 22 7 6 2 4 5 10 15 27 25 16 12 9 26 69
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,40,50,1,29,0.952772,39.6709,3.238e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 69
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,40,50,1,37,0.972781,39.0218,5.98707,0 1 4 10 5 34 6 7 14 20 19 32 13 8 23 21 24 11 17 22 31 28 18 3 2 15 35 27 29 30 33 25 16 9 12 26 69
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,40,50,1,38,0.972921,39.7708,3.01441,0 1 3 7 31 17 32 13 24 21 23 8 11 19 28 20 18 22 14 6 2 4 5 10 15 35 27 29 30 33 25 16 9 12 26 55 38 69
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,40,50,1,38,0.974344,39.7116,0.00287165,0 1 21 24 13 23 8 32 19 11 17 28 31 20 18 22 7 14 34 3 6 2 4 5 10 15 35 36 27 29 30 33 25 16 9 12 26 69
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,40,50,1,38,0.974344,39.9049,28.4111,0 1 3 14 22 31 28 11 32 23 21 24 13 8 19 17 20 18 7 34 6 2 15 5 4 10 35 36 27 30 29 33 9 16 12 25 26 69
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200129_065458_7dt_separate.csv,50,50,1,36,0.97102,49.9891,1.0207e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 69
