Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,10,50,1,10,0.46996,8.98652,2.695e-06,0 1 2 3 4 5 6 7 8 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,10,50,1,11,0.503489,9.86455,3.91977,0 6 5 3 7 2 8 9 4 1 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,10,50,1,11,0.503489,9.72505,0.449817,0 1 4 9 8 2 6 5 3 7 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,10,50,1,11,0.503489,9.74811,0.00055684,0 1 5 6 3 2 7 8 4 9 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,10,50,1,11,0.503489,9.88168,0.26204,0 1 8 4 5 6 3 2 7 9 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,20,50,1,19,0.668794,19.9002,2.856e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,20,50,1,20,0.680103,19.4679,3.5059,0 1 7 2 4 9 17 18 11 8 10 14 15 5 6 3 12 21 13 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,20,50,1,20,0.680103,19.4883,0.891948,0 1 17 18 11 9 4 13 8 10 6 3 12 15 5 14 2 7 21 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,20,50,1,20,0.680103,19.568,0.00108476,0 1 15 5 12 3 6 14 2 7 10 8 17 18 11 9 4 13 21 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,20,50,1,20,0.680103,19.4466,0.585963,0 1 10 2 12 3 14 6 15 5 21 7 13 11 18 17 9 4 8 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,30,50,1,26,0.717779,29.2014,2.936e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 21 22 25 28 34 37 38 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,30,50,1,29,0.726641,29.9853,3.382,0 8 4 11 37 40 17 18 9 22 1 10 2 14 5 38 15 34 25 28 53 6 3 12 21 7 13 47 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,30,50,1,30,0.726846,29.9072,1.17856,0 1 13 4 22 40 9 17 37 70 18 11 8 10 14 2 7 21 12 5 3 6 53 28 25 15 38 82 34 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,30,50,1,29,0.727646,29.9359,0.00243329,0 1 34 38 15 25 28 5 12 3 6 14 21 7 2 10 8 4 13 22 40 9 11 18 17 37 44 45 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,30,50,1,29,0.727646,29.9242,9.55357,0 1 13 7 21 14 6 25 28 34 15 38 12 5 3 2 10 8 4 22 40 9 11 18 37 17 45 44 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,40,50,1,32,0.735213,39.1951,3.601e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 21 22 25 28 34 37 38 40 44 45 47 53 56 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,40,50,1,37,0.74487,38.9514,6.37647,0 1 13 7 2 14 57 8 4 22 9 11 68 10 21 38 15 34 25 6 53 28 5 12 3 40 17 70 18 37 62 58 47 44 45 56 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,40,50,1,38,0.745371,39.6276,0.930795,0 1 14 53 28 25 34 82 38 86 21 3 6 5 15 12 7 2 10 8 4 13 22 40 17 9 11 18 70 37 58 62 47 83 44 45 56 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,40,50,1,38,0.746476,39.8844,0.0032604,0 1 34 38 15 25 28 53 6 5 12 3 21 7 2 14 10 57 68 8 4 13 22 40 9 11 18 17 37 70 58 62 47 44 45 56 76 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,40,50,1,38,0.746476,39.9905,601.689,0 1 13 7 21 3 12 38 5 15 34 25 28 53 6 14 2 10 57 68 11 9 18 70 37 17 40 22 4 8 47 58 62 44 45 76 56 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,50,50,1,38,0.746476,48.9917,3.626e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 21 22 25 28 34 37 38 40 44 45 47 53 56 57 58 62 68 70 76 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,50,50,1,46,0.758509,49.6542,4.19494,0 14 21 1 4 22 9 17 11 18 70 37 10 57 68 8 2 38 34 15 5 12 82 25 28 53 6 3 86 7 13 40 79 80 81 78 47 58 62 83 44 45 84 56 76 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200115_042309_7dt_separate.csv,50,50,1,47,0.759496,49.5236,1.27207,0 1 13 7 2 10 14 6 5 3 21 12 38 15 82 34 25 28 53 95 57 68 8 4 22 9 11 18 70 37 17 40 94 79 90 80 81 58 62 47 83 78 44 45 76 56 100
