Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,10,0.266999,9.14477,4.34e-06,0 1 2 3 4 5 6 7 8 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,4.52559,0 1 6 5 8 7 2 4 3 9 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,0.810021,0 1 6 5 8 7 2 4 3 9 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,0.00170252,0 1 6 5 8 7 2 4 3 9 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,0.00961761,0 1 6 5 8 7 2 4 3 9 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,4.75527,0 1 6 5 8 7 2 4 3 9 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,18,0.464163,19.9531,4.636e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 19 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9653,3.65811,0 1 6 17 16 13 12 14 5 8 7 2 4 15 3 10 9 11 18 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.505177,19.7821,1.15545,0 1 6 17 16 13 12 14 5 8 7 2 4 15 3 10 9 11 19 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9884,0.00190042,0 1 16 13 12 14 17 6 5 8 7 2 4 15 3 10 9 11 18 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9884,0.00408202,0 1 16 13 12 14 17 6 5 8 7 2 4 15 3 10 9 11 18 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9653,4.82608,0 1 6 17 16 13 12 14 5 8 7 2 4 15 3 10 9 11 18 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,24,0.570686,29.9196,9.135e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 24 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,28,0.628869,29.4071,3.60714,0 1 5 26 14 12 13 16 20 24 17 6 21 8 7 4 3 25 19 18 22 23 11 9 10 15 2 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,29,0.636379,29.562,1.42461,0 1 21 6 17 20 16 13 12 14 26 5 8 7 2 4 15 3 27 25 10 9 11 19 28 31 23 18 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,29,0.642089,29.9023,0.00265451,0 1 24 20 16 13 12 14 26 17 6 5 21 8 7 2 4 15 3 27 25 10 9 11 19 23 18 22 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,29,0.642089,29.9023,0.00556905,0 1 24 20 16 13 12 14 26 17 6 5 21 8 7 2 4 15 3 27 25 10 9 11 19 23 18 22 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,29,0.642089,29.8029,5.07298,0 1 5 26 14 12 13 16 20 24 17 6 21 8 7 2 4 15 3 27 25 10 9 11 19 23 18 22 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,40,50,1,29,0.642089,39.1752,4.149e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,40,50,1,37,0.732228,39.2128,5.19913,0 1 34 5 14 12 13 32 24 20 16 17 6 26 21 8 7 2 4 15 27 10 9 25 30 3 11 19 23 28 31 18 33 35 22 29 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,40,50,1,38,0.731128,39.6975,2.04,0 1 5 6 26 14 12 13 16 32 24 20 17 21 34 8 7 2 49 15 4 30 3 27 10 25 42 9 11 19 31 23 18 35 33 22 29 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,40,50,1,38,0.740279,39.8509,0.0107574,0 1 24 32 20 16 13 12 14 36 17 26 6 5 21 34 8 7 2 4 15 30 3 27 25 10 9 11 19 28 31 23 18 35 33 22 29 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,40,50,1,38,0.740279,39.8509,0.00490858,0 1 24 32 20 16 13 12 14 36 17 26 6 5 21 34 8 7 2 4 15 30 3 27 25 10 9 11 19 28 31 23 18 35 33 22 29 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,40,50,1,38,0.740279,39.8188,5.80268,0 1 5 6 17 36 12 13 16 20 32 24 14 26 21 34 8 7 2 4 3 27 15 30 25 10 9 11 19 28 31 23 18 35 33 22 29 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,50,50,1,35,0.712819,49.1514,4.367e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 34 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,50,50,1,46,0.792054,49.3849,4.59637,0 21 8 45 49 15 2 4 30 9 48 11 19 28 31 35 37 29 22 33 18 23 40 42 10 3 25 27 7 46 5 34 1 6 26 17 36 14 12 16 13 20 24 32 41 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,50,50,1,46,0.78847,49.5793,2.35772,0 1 8 7 2 4 15 27 9 44 43 39 37 29 55 22 33 35 18 23 31 28 19 11 10 25 3 30 21 34 5 66 6 17 26 14 36 12 13 16 20 24 32 41 51 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,50,50,1,46,0.798193,49.5128,0.0044598,0 1 24 32 41 20 16 13 12 14 36 17 26 6 5 21 34 8 7 2 4 15 30 3 27 10 25 42 9 40 11 19 28 31 23 18 35 33 22 29 37 43 39 38 44 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,50,50,1,46,0.798193,49.5128,0.00604178,0 1 24 32 41 20 16 13 12 14 36 17 26 6 5 21 34 8 7 2 4 15 30 3 27 10 25 42 9 40 11 19 28 31 23 18 35 33 22 29 37 43 39 38 44 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,50,50,1,46,0.798193,49.6968,3.976,0 1 21 5 14 24 32 41 20 16 13 12 36 17 26 6 34 8 7 10 27 15 4 2 30 3 25 42 40 9 11 19 28 31 23 18 35 33 22 29 37 44 43 39 38 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,60,50,1,40,0.75605,59.9697,4.728e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 100
