Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,10,0.266999,9.14477,3.531e-06,0 1 2 3 4 5 6 7 8 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,3.95671,0 1 6 5 8 7 2 4 3 9 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,0.692154,0 1 6 5 8 7 2 4 3 9 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,0.00193481,0 1 6 5 8 7 2 4 3 9 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,0.00373163,0 1 6 5 8 7 2 4 3 9 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,5.19758,0 1 6 5 8 7 2 4 3 9 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,10,50,1,11,0.296848,9.8705,0.451579,0 1 6 5 8 7 2 4 3 9 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,18,0.464163,19.9531,3.94e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 19 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9653,4.00439,0 1 6 17 16 13 12 14 5 8 7 2 4 15 3 10 9 11 18 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.505177,19.7821,1.15057,0 1 6 17 16 13 12 14 5 8 7 2 4 15 3 10 9 11 19 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9884,0.00191749,0 1 16 13 12 14 17 6 5 8 7 2 4 15 3 10 9 11 18 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9884,0.00375538,0 1 16 13 12 14 17 6 5 8 7 2 4 15 3 10 9 11 18 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9653,4.30499,0 1 6 17 16 13 12 14 5 8 7 2 4 15 3 10 9 11 18 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,20,50,1,20,0.506268,19.9924,1.50029,0 1 5 12 16 13 14 17 6 8 7 2 4 15 3 10 9 11 18 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,24,0.570686,29.9196,4.017e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 24 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191204_171526_7dt_separate.csv,30,50,1,28,0.628869,29.7179,3.79398,0 1 7 15 25 9 23 22 18 19 11 10 3 4 21 6 17 13 16 24 20 12 14 26 5 8 2 100
