Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,10,0.235454,9.438,5.467e-06,0 1 2 3 4 6 7 9 10 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.78517,4.0675,0 3 7 1 9 2 4 11 6 10 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.81825,0.39483,0 1 3 7 9 11 10 6 2 4 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.81944,0.00115131,0 1 10 6 11 2 4 9 3 7 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.8418,0.00324825,0 1 7 3 9 4 6 10 2 11 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.76835,5.34835,0 9 2 11 10 6 4 1 3 7 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.82719,0.285052,0 10 6 11 2 4 9 1 3 7 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,18,0.358564,19.9502,5.367e-06,0 1 2 3 4 6 7 9 10 11 14 15 16 20 23 24 25 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.5045,3.78462,0 1 4 11 20 14 15 24 23 10 6 2 9 26 3 7 16 25 31 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.377054,19.5584,0.647069,0 1 37 11 14 24 15 23 10 20 6 2 4 9 26 3 7 16 25 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.8368,0.0025602,0 1 31 25 16 7 3 26 9 4 6 24 15 23 14 10 20 11 2 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.8368,0.00376195,0 1 31 25 16 7 3 26 9 4 6 24 15 23 14 10 20 11 2 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.8104,3.97758,0 1 3 16 31 25 7 26 9 4 6 24 15 23 14 10 20 11 2 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.9582,0.666977,0 1 2 4 14 24 15 23 10 20 11 6 9 26 3 31 25 16 7 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,25,0.420017,29.839,5.743e-06,0 1 2 3 4 6 7 9 10 11 14 15 16 20 23 24 25 26 31 33 35 36 37 38 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.6915,3.92348,0 1 36 3 16 33 25 41 31 38 7 40 26 37 6 23 24 43 35 15 14 10 20 11 2 45 4 9 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.442719,29.1392,3.54444,0 1 26 3 7 25 31 38 33 16 36 55 4 9 37 11 2 45 6 10 20 14 23 15 47 24 52 35 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.42,0.00269322,0 1 41 31 25 38 33 16 36 7 40 3 26 9 4 2 37 11 45 6 10 20 14 23 15 24 35 43 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.7778,0.00421396,0 1 41 31 25 38 33 16 36 7 40 3 26 9 4 2 37 11 6 10 20 14 23 15 24 35 43 45 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.754,4.23404,0 37 11 14 43 35 24 15 23 10 6 45 1 3 36 7 16 38 31 41 25 33 40 26 9 4 2 20 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.5328,906.041,0 31 41 25 38 16 33 7 40 26 3 36 1 9 37 4 2 45 11 20 6 10 14 23 15 24 35 43 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,40,50,1,31,0.458967,39.2894,4.905e-06,0 1 2 3 4 6 7 9 10 11 14 15 16 20 23 24 25 26 31 33 35 36 37 38 40 41 43 45 47 51 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,40,50,1,38,0.491303,39.7536,5.21343,0 45 6 10 14 15 23 24 35 43 59 52 47 62 20 37 40 33 7 16 36 3 1 26 9 11 2 4 63 55 38 31 25 56 41 51 66 100
