Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,10,0.275449,9.10338,6.278e-06,0 1 2 3 6 7 11 13 14 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.64054,3.79942,0 1 16 2 6 11 14 13 3 7 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.69912,0.515182,0 1 14 13 3 7 11 6 2 16 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.69046,0.00151698,0 1 6 2 11 14 16 7 3 13 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.78823,0.00345988,0 1 6 2 11 14 7 3 13 16 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.64054,4.76857,0 1 16 2 6 11 14 13 3 7 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,10,50,1,11,0.294088,9.84631,0.17869,0 13 3 11 14 1 16 7 2 6 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,18,0.381732,19.6793,2.636e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.7324,3.85919,0 1 7 3 19 32 13 39 14 6 37 11 2 16 20 17 36 25 42 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.4994,0.564933,0 1 16 7 3 19 32 13 39 14 11 2 20 6 17 37 36 25 42 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.7324,0.00224984,0 1 32 13 19 3 39 7 16 14 11 2 20 6 17 37 36 25 42 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.7324,0.00377176,0 1 32 13 19 3 39 7 16 14 11 2 20 6 17 37 36 25 42 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.7659,5.11217,0 1 17 37 6 11 14 39 13 32 19 3 7 16 20 2 36 25 42 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,20,50,1,20,0.396206,19.4961,1.36126,0 1 11 14 3 39 13 32 19 7 16 20 2 6 17 37 36 25 42 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,24,0.414105,29.3473,2.96e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.429861,29.4305,3.65841,0 1 7 39 67 51 64 32 13 19 3 14 6 11 62 2 16 20 17 37 59 36 65 54 25 42 68 57 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.428946,29.5717,2.08598,0 1 79 64 32 51 67 13 19 39 14 3 7 16 20 2 11 62 6 37 17 59 36 54 25 42 70 57 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.429861,29.5697,0.00421884,0 1 64 32 51 67 13 19 7 16 3 39 14 11 2 20 62 6 17 59 37 36 65 54 25 42 68 57 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.429861,29.5697,0.00489089,0 1 64 32 51 67 13 19 7 16 3 39 14 11 2 20 62 6 17 59 37 36 65 54 25 42 68 57 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.429861,29.7237,5.21746,0 1 7 13 67 32 64 51 19 3 39 14 6 11 16 20 17 62 2 59 37 36 65 54 25 42 68 57 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,30,50,1,29,0.429861,29.4063,368.321,0 13 67 51 64 32 19 3 39 14 1 7 16 20 2 11 62 6 17 37 59 36 65 54 25 42 68 57 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,31,0.435163,39.4384,2.753e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,38,0.450504,39.4897,4.3248,0 1 7 74 13 19 32 79 64 51 67 39 3 14 6 77 11 2 16 20 62 17 59 37 36 82 81 65 71 54 25 70 42 68 83 57 84 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,38,0.450504,39.2365,1.62179,0 1 79 51 64 32 74 19 13 67 39 14 3 7 16 2 11 62 77 6 20 17 59 36 37 81 82 65 71 54 25 70 42 68 83 57 84 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,38,0.450504,39.3642,0.00391917,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 57 83 84 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,38,0.450504,39.3223,0.00527074,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 83 57 84 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,38,0.450504,39.2755,5.37829,0 7 19 74 13 32 64 79 51 67 39 3 14 11 6 2 20 16 1 62 59 17 77 37 36 81 82 65 71 54 25 42 70 68 83 57 84 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,40,50,1,39,0.452451,39.9989,7.31767,0 1 14 39 13 67 51 79 64 32 74 19 3 7 16 20 2 11 62 6 77 37 17 59 36 81 82 65 71 54 25 42 70 68 87 83 57 84 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,38,0.450504,49.38,3.285e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 74 77 79 81 82 83 84 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,45.7645,4.4148,0 3 7 97 74 13 32 64 51 79 67 39 14 62 6 82 54 25 42 57 84 91 83 87 70 68 71 65 37 77 11 2 17 81 36 59 90 92 20 16 1 19 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,45.4976,1.82367,0 1 64 79 51 32 74 13 67 39 97 19 7 3 14 11 84 91 83 57 87 68 70 42 25 54 71 65 90 92 36 82 81 37 59 17 20 16 2 6 77 62 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,46.4409,0.00291633,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 57 83 84 87 90 91 92 97 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,45.5092,0.00562725,0 1 79 64 32 51 67 13 74 19 39 14 3 7 16 20 2 11 62 6 37 77 17 59 36 81 82 90 65 71 54 25 70 42 68 87 57 84 83 91 92 97 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,45.8289,4.95744,0 1 39 13 74 32 64 79 67 51 19 7 14 6 37 42 25 70 57 87 91 84 83 68 54 71 65 90 92 82 81 36 59 17 77 3 97 20 62 11 2 16 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,50,50,1,43,0.459489,49.0839,0.188486,0 97 62 67 82 54 71 36 6 17 59 51 74 79 64 13 2 1 3 19 32 37 92 81 11 39 14 16 70 25 42 68 20 7 77 65 90 57 84 91 83 87 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,60,50,1,43,0.459489,56.4567,2.418e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 74 77 79 81 82 83 84 87 90 91 92 97 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,60,50,1,43,0.459489,47.5459,5.31586,0 11 39 7 13 51 64 79 67 74 82 71 25 54 70 68 57 84 83 87 91 42 65 6 14 37 77 2 97 59 62 3 19 32 1 16 20 92 17 36 90 81 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,60,50,1,43,0.459489,45.3509,1.74088,0 1 39 67 51 79 64 32 74 97 7 19 13 3 14 11 91 83 57 84 87 68 70 42 25 54 71 65 90 82 92 81 36 37 59 17 20 16 2 6 77 62 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,60,50,1,43,0.459489,46.4409,0.00391732,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 57 83 84 87 90 91 92 97 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,60,50,1,43,0.459489,46.399,0.00530208,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 83 57 84 87 90 91 92 97 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,60,50,1,43,0.459489,45.9301,3.97064,0 1 74 79 51 32 64 13 67 39 19 7 14 11 6 70 25 87 91 83 84 57 68 42 71 54 65 90 92 82 81 37 20 17 59 36 77 16 2 62 3 97 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,60,50,1,43,0.459489,59.892,0.181052,0 77 70 59 74 54 16 37 39 42 67 83 2 32 25 81 20 90 65 1 79 3 57 68 6 97 64 13 84 11 91 14 19 62 71 7 82 92 17 51 36 87 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,70,50,1,43,0.459489,56.4567,2.641e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 74 77 79 81 82 83 84 87 90 91 92 97 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,70,50,1,43,0.459489,48.08,3.76462,0 3 64 51 79 14 6 37 42 84 57 54 1 39 13 32 74 82 25 87 83 91 70 68 71 90 65 92 17 36 81 77 2 62 11 16 7 59 20 97 67 19 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,70,50,1,43,0.459489,45.2828,0.98994,0 1 79 64 51 67 13 32 74 97 7 19 3 39 14 11 6 20 16 2 17 59 90 65 71 91 84 57 83 87 68 70 42 25 54 82 81 92 36 37 77 62 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,70,50,1,43,0.459489,46.4409,0.00346041,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 57 83 84 87 90 91 92 97 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,70,50,1,43,0.459489,47.2745,0.00451185,0 1 79 64 32 51 67 13 74 19 39 14 3 7 16 20 2 11 62 6 37 77 17 59 36 81 65 71 54 25 70 42 68 57 82 83 84 87 90 91 92 97 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,70,50,1,43,0.459489,48.4261,7.34312,0 1 64 79 51 67 74 36 70 84 83 57 42 54 37 11 6 82 25 91 14 39 13 3 16 7 19 32 97 2 62 20 17 59 92 71 87 68 65 90 81 77 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,70,50,1,43,0.459489,59.3041,0.143962,0 67 79 7 11 77 57 13 71 19 90 6 25 81 36 64 62 54 70 39 42 20 16 68 59 84 65 1 32 14 74 91 2 97 82 92 51 87 17 3 37 83 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,80,50,1,43,0.459489,56.4567,2.637e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 74 77 79 81 82 83 84 87 90 91 92 97 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,80,50,1,43,0.459489,46.9253,9.86844,0 3 1 37 54 57 91 70 25 82 77 6 14 39 13 74 19 79 32 51 67 64 97 16 7 2 20 59 81 90 71 83 84 87 68 42 65 92 36 17 62 11 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,80,50,1,43,0.459489,45.2621,2.49484,0 1 97 7 19 74 64 79 51 32 67 13 39 3 14 11 84 91 83 57 87 68 70 42 25 54 71 65 90 92 82 81 36 59 17 20 16 2 6 37 77 62 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,80,50,1,43,0.459489,46.4409,0.00444854,0 1 79 64 32 51 67 13 74 19 7 16 3 39 14 11 2 20 59 17 6 62 77 37 36 81 82 65 71 54 25 70 42 68 57 83 84 87 90 91 92 97 100
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,80,50,1,43,0.459489,47.2745,0.00548535,0 1 79 64 32 51 67 13 74 19 39 14 3 7 16 20 2 11 62 6 37 77 17 59 36 81 65 71 54 25 70 42 68 57 82 83 84 87 90 91 92 97 100
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,80,50,1,43,0.459489,46.8932,6.44926,0 11 7 32 64 51 79 74 13 39 1 14 82 25 91 84 42 37 77 6 16 67 97 3 19 2 20 62 81 59 17 36 92 90 65 71 54 70 68 87 83 57 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,80,50,1,43,0.459489,59.3041,0.152799,0 67 79 7 11 77 57 13 71 19 90 6 25 81 36 64 62 54 70 39 42 20 16 68 59 84 65 1 32 14 74 91 2 97 82 92 51 87 17 3 37 83 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,90,50,1,43,0.459489,56.4567,2.623e-06,0 1 2 3 6 7 11 13 14 16 17 19 20 25 32 36 37 39 42 51 54 57 59 62 64 65 67 68 70 71 74 77 79 81 82 83 84 87 90 91 92 97 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191215_223052_7dt_separate.csv,90,50,1,43,0.459489,46.2653,7.28086,0 39 67 32 51 79 64 74 13 6 17 37 65 71 54 70 57 84 91 83 87 42 25 82 77 2 14 11 3 19 7 97 1 16 20 62 81 59 92 36 90 68 100
