Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,10,0.333157,9.81224,3.353e-06,0 1 2 3 4 5 6 7 8 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,11,0.352759,9.74606,0.000985187,0 1 4 3 11 9 6 5 2 8 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,10,50,1,11,0.355962,9.99,0.670764,0 1 6 5 2 8 3 4 12 7 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,17,0.491307,19.1698,3.732e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,20,0.536859,19.6048,0.00167207,0 1 10 6 9 5 14 11 2 8 3 17 4 16 12 18 13 7 15 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,20,50,1,20,0.536859,19.9118,0.932249,0 1 11 5 14 6 9 10 8 2 17 4 16 3 12 18 7 13 15 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,24,0.578761,29.0992,3.441e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,29,0.620518,29.5768,0.00253136,0 1 35 10 21 9 5 6 14 11 2 8 3 17 26 4 16 12 18 13 31 7 22 19 20 15 27 34 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,30,50,1,29,0.620518,29.9608,8.87718,0 35 21 9 5 2 11 14 6 10 1 17 4 16 3 8 12 26 31 13 18 22 7 19 20 34 27 15 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,31,0.634096,39.3268,3.632e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 26 27 31 34 35 37 39 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,38,0.67056,39.9212,0.00425923,0 1 44 56 35 10 21 9 6 14 5 8 47 2 11 43 17 26 40 15 27 54 49 34 20 19 7 31 13 22 18 37 39 12 16 4 3 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,40,50,1,38,0.67056,39.7972,601.166,0 40 22 13 31 7 19 20 34 54 49 27 15 18 37 39 12 26 4 16 3 17 1 43 11 5 47 8 2 14 6 9 21 10 35 56 44 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,38,0.670324,49.56,2.807e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 26 27 31 34 35 37 39 40 43 44 47 49 54 58 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,47,0.70009,49.1054,0.00439383,0 1 44 56 64 35 10 21 75 9 6 14 5 63 47 2 11 43 17 3 8 60 16 4 26 12 71 58 67 66 39 37 13 18 22 40 7 31 19 20 15 27 34 49 54 61 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,50,50,1,48,0.702525,49.9927,26.7404,0 1 43 17 4 26 67 66 39 37 13 18 22 40 15 27 49 61 54 34 20 19 31 7 58 71 12 16 60 3 8 47 63 75 21 9 5 2 11 14 6 10 64 35 56 76 44 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,60,50,1,44,0.691802,59.5907,3.807e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 26 27 31 34 35 37 39 40 43 44 47 49 54 56 58 60 61 63 64 66 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,60,50,1,56,0.720178,59.1243,0.00550643,0 1 78 44 83 76 56 35 64 77 10 21 75 63 5 14 6 9 47 8 2 11 43 84 17 26 4 3 60 16 12 71 58 66 67 82 39 37 18 13 31 7 19 20 15 22 40 86 27 34 49 54 61 80 79 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,60,50,1,57,0.722072,59.967,8.94747,0 1 2 8 47 63 78 83 76 44 56 87 35 10 6 77 64 75 21 9 5 14 11 43 17 84 26 4 3 60 16 12 71 58 66 67 82 39 37 13 18 22 7 31 19 20 15 40 86 27 34 49 54 61 80 79 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191105_143521_7dt_separate.csv,70,50,1,51,0.70961,69.5494,2.862e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 26 27 31 34 35 37 39 40 43 44 47 49 54 56 58 60 61 63 64 66 67 71 75 76 77 78 79 100
