Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,10,0.268081,9.64796,4.351e-06,0 1 2 3 4 5 6 7 8 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,11,0.294263,9.8359,0.00122494,0 1 4 2 6 5 7 3 8 10 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,10,50,1,11,0.295272,9.96768,0.614191,0 1 2 8 5 7 3 6 4 9 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,17,0.437638,19.044,4.587e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,20,0.495055,19.5605,0.00141667,0 1 17 14 15 16 9 12 4 18 2 6 10 8 11 3 5 7 13 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,20,50,1,20,0.495055,19.5434,1.57547,0 1 4 12 15 9 16 17 14 18 2 6 10 8 11 3 5 7 13 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,24,0.561794,29.0813,3.661e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,29,0.632754,29.2932,0.00331551,0 1 20 17 14 15 16 12 9 18 4 26 21 2 6 10 8 11 3 23 5 7 27 13 19 24 25 22 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,30,50,1,29,0.632754,29.9745,600.622,0 19 22 25 24 27 7 5 13 23 3 11 10 6 2 21 8 26 1 4 18 9 12 16 15 14 17 20 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,31,0.657535,39.9031,4.999e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,38,0.728993,39.527,0.00377905,0 1 35 34 28 20 17 14 30 16 15 9 12 4 18 26 21 2 10 6 11 8 23 3 5 32 33 7 27 13 24 19 29 25 22 31 36 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,40,50,1,39,0.736851,39.9725,10.4931,0 1 2 10 8 23 5 7 27 24 25 31 22 29 19 13 33 32 3 11 6 21 26 18 4 12 9 15 16 30 14 17 20 28 39 35 34 38 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,37,0.720021,49.3382,3.819e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,47,0.799776,49.5864,0.0049922,0 1 41 34 38 42 43 35 39 28 20 17 14 30 16 15 9 12 4 18 26 21 2 10 6 11 8 23 3 5 32 33 7 27 13 24 19 29 25 22 45 31 44 40 37 36 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200225_060421_7dt_separate.csv,50,50,1,48,0.804231,49.9882,167.541,0 1 2 10 8 23 5 7 27 24 25 45 31 37 49 36 40 44 22 29 19 13 33 32 3 11 6 21 26 18 4 12 9 15 16 30 14 17 48 20 28 35 39 41 34 38 42 100
