Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,10,0.212047,9.92927,6.916e-06,0 1 2 3 4 5 6 7 17 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,10,0.219244,9.28144,0.000623158,0 1 7 2 3 6 5 4 8 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,10,50,1,11,0.22938,9.79767,2.22335,0 1 5 2 7 6 3 12 10 11 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,17,0.350823,19.7531,8.214e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,20,0.397512,19.9592,0.00118782,0 1 18 2 7 17 5 6 3 12 10 11 14 8 13 4 15 9 16 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,20,50,1,20,0.397512,19.9565,2.02035,0 1 17 7 18 2 5 6 3 12 10 11 14 8 13 9 4 15 16 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,25,0.460822,29.9964,6.355e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 50 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,29,0.515872,29.6554,0.00240327,0 1 18 2 25 5 7 17 3 6 12 26 27 10 20 11 22 19 21 14 23 8 13 4 9 16 24 15 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,30,50,1,29,0.515872,29.5072,1.6161,0 1 17 7 2 18 25 5 6 3 26 12 27 10 20 11 22 19 21 14 23 8 4 13 15 24 16 9 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,40,50,1,32,0.548284,39.84,6.759e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,40,50,1,38,0.607163,39.8384,0.00363702,0 1 32 18 25 2 7 17 30 26 3 5 6 12 34 35 10 27 11 20 19 22 21 14 23 8 28 31 4 13 15 9 24 16 29 33 36 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,40,50,1,38,0.607163,39.7687,13.5155,0 1 6 5 25 2 18 32 7 17 3 26 12 30 34 35 10 27 11 20 19 21 22 36 23 14 8 31 28 13 4 24 15 9 16 33 29 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,50,50,1,37,0.597689,49.2945,6.778e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,50,50,1,47,0.677255,49.8589,0.00519973,0 1 32 18 25 2 7 17 30 3 5 6 34 12 26 39 42 43 8 28 4 31 37 44 33 38 46 29 16 24 9 15 13 23 14 36 21 22 19 20 11 27 10 35 45 48 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,50,50,1,47,0.677354,49.8535,132.81,0 1 25 2 32 18 7 17 30 26 3 5 6 12 34 45 35 39 27 10 11 20 22 21 19 42 14 43 31 28 8 36 23 13 4 9 15 24 16 37 44 33 29 46 38 47 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,60,50,1,44,0.65628,58.8564,6.574e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 42 43 44 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,60,50,1,56,0.731162,59.9093,0.00571358,0 1 32 18 7 56 30 3 17 2 25 5 49 6 34 12 26 48 45 39 35 54 10 27 57 11 20 22 50 19 42 21 36 23 14 43 28 8 13 4 31 37 44 33 38 47 52 53 46 29 16 9 15 24 60 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,60,50,1,56,0.731162,59.8391,6.3756,0 1 3 26 30 17 7 56 32 18 25 2 5 49 6 34 12 48 45 39 35 27 10 54 20 11 57 22 19 50 21 42 36 23 14 43 28 8 4 31 37 16 44 9 13 15 24 60 29 33 38 46 53 52 47 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,70,50,1,51,0.703249,69.5555,6.268e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 50 54 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,70,50,1,64,0.76371,69.3418,0.00814401,0 1 71 32 56 7 18 2 25 63 49 5 17 30 3 6 34 12 26 48 45 39 35 10 27 57 11 42 43 28 13 4 31 37 44 33 38 47 52 68 67 64 53 46 29 60 16 24 9 15 65 62 23 8 14 36 21 50 22 19 20 54 73 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,70,50,1,65,0.766972,69.9951,8.48267,0 1 3 26 30 17 7 56 32 71 18 2 25 63 5 49 6 34 12 48 45 39 73 35 27 10 54 20 11 57 74 22 19 21 50 36 14 42 43 28 8 23 62 13 65 15 9 4 31 37 44 33 38 47 52 68 67 64 53 46 29 60 24 16 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,80,50,1,57,0.735887,79.0562,7.027e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 50 52 53 54 56 57 60 62 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,80,50,1,73,0.790529,79.5413,0.0101394,0 1 71 32 18 77 63 25 5 49 34 12 3 6 2 7 56 83 17 30 26 48 45 81 39 73 35 54 10 27 74 57 11 50 22 19 20 78 42 21 36 14 43 28 13 8 23 62 65 15 79 24 60 75 46 29 16 9 4 31 37 44 33 76 47 52 68 67 64 53 38 84 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,80,50,1,74,0.793089,79.9975,3.61698,0 1 3 30 17 83 56 7 32 71 77 18 2 25 63 5 49 6 34 12 26 89 48 81 39 45 73 35 54 10 27 57 74 22 11 20 19 78 42 21 50 36 14 43 28 8 23 62 13 4 31 37 9 15 65 79 24 60 29 16 44 33 38 76 47 52 68 67 64 53 84 46 75 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,90,50,1,63,0.76042,89.8165,7.101e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 50 52 53 54 56 57 60 62 63 64 65 67 68 71 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,90,50,1,82,0.810494,89.8673,0.0110743,0 1 71 18 77 25 63 5 2 32 7 56 83 17 30 92 26 3 6 49 34 12 89 48 45 73 94 35 39 81 96 27 74 57 11 10 54 99 20 78 19 22 50 21 36 42 43 14 23 62 65 79 60 75 84 53 64 67 91 98 68 52 47 97 76 38 46 29 16 24 9 15 13 8 28 4 31 37 44 86 33 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200209_085452_7dt_separate.csv,90,50,1,82,0.810494,89.9954,16.4088,0 5 49 63 25 77 18 71 32 2 7 56 83 17 30 92 89 48 26 12 3 1 6 34 73 45 35 94 54 99 20 11 10 81 39 27 96 57 74 22 19 78 42 21 50 36 23 62 13 14 43 8 28 31 37 44 16 29 33 86 76 38 53 64 47 97 68 98 91 67 52 84 75 46 60 24 79 65 15 9 4 100
