Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,10,0.662436,8.98141,5.82e-06,0 1 2 3 4 5 6 7 8 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,11,0.682021,9.71052,0.000789747,0 1 4 3 9 2 6 8 5 7 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,10,50,1,11,0.682021,9.7942,0.234219,0 1 9 3 4 6 2 7 8 5 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,19,0.768233,19.7966,5.505e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 21 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,20,0.774107,19.4557,0.00107649,0 1 3 18 11 9 10 6 2 4 15 16 8 12 7 5 20 21 23 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,20,50,1,20,0.774107,19.6898,0.468583,0 1 11 4 15 6 10 9 18 3 2 16 23 20 5 12 8 7 21 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,27,0.796449,29.3775,5.444e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 21 23 25 27 33 39 41 42 43 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,30,0.801399,29.9904,0.00305042,0 1 43 10 33 9 55 11 18 3 50 4 39 15 2 6 16 57 27 8 20 21 25 5 12 41 42 7 23 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,30,50,1,30,0.801645,29.981,0.49882,0 1 3 4 2 6 16 15 39 50 18 55 11 9 33 10 43 27 23 8 20 21 25 5 12 7 42 41 52 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,40,50,1,34,0.807672,38.9701,2.5798e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 21 23 25 27 33 39 41 42 43 50 52 55 57 59 60 62 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,40,50,1,39,0.814188,39.8053,0.00383793,0 1 39 4 50 18 55 11 9 33 43 10 6 2 3 15 16 57 23 27 8 20 21 5 25 73 12 7 42 41 60 62 65 52 72 59 63 64 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,40,50,1,39,0.814188,39.6078,1.10049,0 1 2 6 27 8 5 25 21 20 43 10 33 9 11 55 18 3 4 50 39 15 16 57 23 7 42 41 12 73 60 62 65 52 72 59 63 64 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,50,50,1,43,0.818073,49.7574,5.467e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 21 23 25 27 33 39 41 42 43 50 52 55 57 59 60 62 63 64 65 72 73 77 79 84 85 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,50,50,1,48,0.822082,49.843,0.0051833,0 1 97 50 4 3 18 55 11 9 33 43 10 6 2 39 15 16 57 23 27 8 20 21 5 25 73 12 7 42 41 60 62 96 72 52 65 92 59 93 63 64 79 77 85 84 90 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,50,50,1,48,0.822082,49.7125,3.00048,0 1 3 2 6 16 15 39 4 50 18 97 55 11 9 33 10 43 20 21 25 5 8 27 57 23 7 42 41 12 73 60 65 62 96 52 72 63 92 59 93 64 79 77 85 84 90 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,60,50,1,49,0.822791,58.5182,5.69e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 15 16 18 20 21 23 25 27 33 39 41 42 43 50 52 55 57 59 60 62 63 64 65 72 73 77 79 84 85 90 92 93 96 97 99 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,60,50,1,49,0.822791,50.9894,0.00485536,0 1 97 50 4 3 18 55 11 9 33 43 10 6 2 39 15 16 57 23 27 8 20 21 5 25 73 12 7 42 41 60 62 96 72 52 65 92 59 93 63 64 79 77 85 84 90 99 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200316_215756_7dt_separate.csv,60,50,1,49,0.822791,59.5749,0.277719,0 8 6 39 23 57 16 43 97 50 21 73 41 99 90 96 7 15 4 52 12 84 20 79 59 64 93 1 33 10 85 5 42 65 77 92 72 25 18 11 3 62 63 60 27 9 55 2 100
