Rank,index,RA,Dec,Probability,CumulativeProb
1,3237,330.247302,33.328829,0.003614369319375,0.003614369319375
2,3141,328.024107,30.166551,0.0035230281361734,0.0071373974555483995
3,3329,331.364054,36.491106,0.0034933384845234,0.0106307359400718
4,3419,337.777258,39.653384,0.0034042943930089,0.0140350303330807
5,3330,335.297483,36.491106,0.0033550862172834,0.0173901165503641
6,3042,324.86836,27.004273,0.0032697488494821,0.020659865399846197
7,3418,333.669972,39.653384,0.003166905879591,0.0238267712794372
8,3140,324.36647,30.166551,0.0031602970686725,0.0269870683481097
9,3504,341.717314,42.815662,0.003115342799817,0.0301024111479267
10,3503,337.406356,42.815662,0.0030463027321136,0.0331487138800403
11,3236,326.46255,33.328829,0.0030408018632909,0.0361895157433312
12,3238,334.032053,33.328829,0.0030297834122456,0.0392192991555768
13,2940,324.582252,23.841996,0.0029175731725669,0.0421368723281437
14,3584,345.683122,45.977939,0.002912012025604,0.045048884353747695
15,3041,321.319118,27.004273,0.002897346839853,0.0479462311936007
16,2939,321.12494,23.841996,0.0028607757212278,0.0508070069148285
17,3142,331.681745,30.166551,0.0027892719545978,0.0535962788694263
18,3583,341.132658,45.977939,0.0027651531133671,0.0563614319827934
19,3043,328.417603,27.004273,0.0027441287400072,0.0591055607228006
20,2834,319.157398,20.679718,0.0027065542761651,0.061812114998965696
21,3328,327.430624,36.491106,0.0026839162597295,0.0644960312586952
22,3420,341.884544,39.653384,0.0026067697730362,0.0671028010317314
23,3660,351.424397,49.140217,0.0026055869749574,0.0697083880066888
24,2835,322.537456,20.679718,0.0025948689019295,0.0723032569086183
25,3659,346.590663,49.140217,0.0025756573091225,0.0748789142177408
26,365,153.896302,-55.214946,0.0025208052572033,0.0773997194749441
27,431,149.007905,-52.052668,0.0025022125884008,0.07990193206334491
28,3331,339.230913,36.491106,0.002487943692456,0.08238987575580091
29,503,147.700871,-48.89039,0.0024761187115636,0.08486599446736451
30,3417,329.562686,39.653384,0.0024646927774294,0.08733068724479391
31,3505,346.028272,42.815662,0.0024470360334921,0.08977772327828601
32,3661,356.258131,49.140217,0.0024386342573206,0.09221635753560661
33,304,159.637843,-58.377223,0.0024363844138174,0.09465274194942401
34,432,154.150348,-52.052668,0.0024326274482419,0.0970853693976659
35,3585,350.233585,45.977939,0.0024142016258422,0.09949957102350811
36,3502,333.095399,42.815662,0.0023854024142078,0.10188497343771591
37,2726,316.703552,17.51744,0.0023653610909201,0.10425033452863601
38,579,144.657032,-45.728113,0.0023557831109392,0.10660611763957521
39,2727,320.01961,17.51744,0.0023401412669879,0.1089462589065631
40,3730,354.554351,52.302495,0.0023163413633958,0.1112626002699589
41,366,159.439302,-55.214946,0.0022953902567579,0.1135579905267168
42,2618,317.592028,14.355163,0.0022748015079043,0.1158327920346211
43,3235,322.677798,33.328829,0.002266230606577,0.1180990226411981
44,305,165.66899,-58.377223,0.0022379968294483,0.1203370194706464
45,2938,317.667628,23.841996,0.0022252231063252,0.1225622425769716
46,504,152.510407,-48.89039,0.0022223177153668,0.12478456029233839
47,660,142.036833,-42.565835,0.0022210581382601,0.1270056184305985
48,1224,129.468621,-23.592169,0.0022124473108587,0.1292180657414572
49,249,168.695824,-61.539501,0.0021886868444803,0.13140675258593748
50,3139,320.708832,30.166551,0.0021756365796886,0.1335823891656261
