Rank,index,RA,Dec,Probability,CumulativeProb
1,2204,216.380915,-47.309252,0.0078384806822049,0.0078384806822049
2,2521,213.539014,-44.146974,0.0076051322285597,0.015443612910764602
3,2361,215.494108,-45.728113,0.0075147247858277,0.0229583376965923
4,2052,218.055938,-48.89039,0.0072351615464797,0.030193499243072
5,2687,213.271805,-42.565835,0.0072077162993608,0.0374012155424328
6,2686,211.124978,-42.565835,0.0070636954775907,0.0444649110200235
7,3030,209.731996,-39.403557,0.0069610644391593,0.0514259754591828
8,3389,206.636814,-36.24128,0.0069553247901919,0.0583813002493747
9,2360,213.229074,-45.728113,0.0066972021993126,0.06507850244868729
10,2856,211.106345,-40.984696,0.0065421803987223,0.07162068284740959
11,2520,211.335506,-44.146974,0.0064057726799136,0.0780264555273232
12,3208,209.588874,-37.822419,0.0063923436883972,0.08441879921572039
13,1904,217.887937,-50.471529,0.0063750636262823,0.09079386284200269
14,1762,220.89611,-52.052668,0.0063180612338402,0.09711192407584289
15,2203,214.048993,-47.309252,0.0061886051785818,0.10330052925442469
16,3207,207.587218,-37.822419,0.0061384589727639,0.10943898822718859
17,2051,215.65117,-48.89039,0.0061134971416035,0.11555248536879209
18,1905,220.372202,-50.471529,0.0060680774742008,0.12162056284299289
19,3574,205.254632,-34.660141,0.0059585020416538,0.12757906488464668
20,2855,209.011801,-40.984696,0.0057074452543527,0.1332865101389994
21,3029,207.685729,-39.403557,0.0055000107300498,0.1387865208690492
22,1625,222.762916,-53.633807,0.0054620268763896,0.1442485477454388
23,3390,208.597225,-36.24128,0.0053580471618626,0.1496065949073014
24,3575,207.176896,-34.660141,0.0052804166919937,0.1548870115992951
25,1903,215.403673,-50.471529,0.0052121149932536,0.1600991265925487
26,3031,211.778263,-39.403557,0.005210652122887,0.1653097787154357
27,3764,206.036323,-33.079002,0.0050705606419978,0.1703803393574335
28,1761,218.324889,-52.052668,0.0050386504053735,0.17541898976280698
29,1492,223.419639,-55.214946,0.0049332725721103,0.18035226233491727
30,4151,203.740877,-29.916724,0.0049218905204684,0.18527415285538568
31,3763,204.14934,-33.079002,0.0049038827461502,0.19017803560153587
32,2685,208.978152,-42.565835,0.004851863351601,0.19502989895313688
33,2359,210.96404,-45.728113,0.0047298486569883,0.1997597476101252
34,3956,204.771888,-31.497863,0.0046896912819376,0.2044494388920628
35,1624,220.096325,-53.633807,0.0046604836707347,0.2091099225627975
36,2857,213.200888,-40.984696,0.0045656663387015,0.21367558890149901
37,2522,215.742521,-44.146974,0.004487243029727,0.21816283193122601
38,2050,213.246402,-48.89039,0.0044519915635242,0.2226148234947502
39,2205,218.712838,-47.309252,0.0044354454850853,0.2270502689798355
40,4349,202.692944,-28.335586,0.0042307007729994,0.23128096975283488
41,2202,211.717071,-47.309252,0.0041724371505523,0.23545340690338717
42,3206,205.585561,-37.822419,0.0040391660473831,0.23949257295077028
43,1763,223.467332,-52.052668,0.004025533633588,0.2435181065843583
44,2362,217.759142,-45.728113,0.0040020616527472,0.2475201682371055
45,3955,202.917527,-31.497863,0.0039542893709688,0.2514744576080743
46,2053,220.460705,-48.89039,0.0038805887636619,0.25535504637173617
47,1906,222.856466,-50.471529,0.0038338018496204,0.25918884822135657
48,1493,226.191138,-55.214946,0.0037882599938252,0.2629771082151818
49,1365,226.81858,-56.796085,0.003772614700894,0.2667497229160758
50,3765,207.923306,-33.079002,0.0037294299105403,0.2704791528266161
51,1760,215.753667,-52.052668,0.0037012451932344,0.2741803980198505
