Rank,index,RA,Dec,Probability,CumulativeProb
1,15548,268.289101,61.789328,0.0041040684801774,0.0041040684801774
2,15651,266.101467,63.370467,0.0036353060823887,0.0077393745625661
3,15841,267.312716,66.532744,0.0035792216208402,0.0113185961834063
4,15324,268.522078,58.62705,0.0035483392947433,0.014866935478149601
5,16006,259.351229,69.695022,0.0034532749178895,0.0183202103960391
6,16081,260.358984,71.276161,0.0034096746417813,0.0217298850378204
7,15927,265.628914,68.113883,0.0033806462895698,0.0251105313273902
8,15749,267.091987,64.951605,0.0033439366149823,0.0284544679423725
9,14813,268.766406,52.302495,0.0033367751831992,0.0317912431255717
10,15438,266.016443,60.208189,0.0032944009624678,0.035085644088039505
11,16212,256.941943,74.438438,0.0032910805231817,0.03837672461122121
12,16150,259.417969,72.857299,0.003219477068735,0.04159620167995621
13,14527,267.786425,49.140217,0.0031971068700202,0.04479330854997641
14,16008,268.463971,69.695022,0.003176999512429,0.04797030806240541
15,15204,268.142105,57.045911,0.0031599698243866,0.05113027788679201
16,15079,269.338662,55.464772,0.0031304570219767,0.05426073490876871
17,14063,268.500476,44.396801,0.0030227696938977,0.05728350460266641
18,14377,268.2375,47.559078,0.0030223158862149,0.060305820488881307
19,16269,256.514176,76.019577,0.0030067711078079,0.0633125915966892
20,15652,269.629063,63.370467,0.0030013977378102,0.0663139893344994
21,14948,267.89076,53.883634,0.0029961480153562,0.06931013734985561
22,15926,261.38724,68.113883,0.0029693749968331,0.07227951234668871
23,15748,263.357457,64.951605,0.0029421475167549,0.0752216598634436
24,16007,263.9076,69.695022,0.0029421281437187,0.07816378800716231
25,14949,270.573261,53.883634,0.0029115052812244,0.08107529328838671
26,15439,269.19877,60.208189,0.0029085090848557,0.0839838023732424
27,14222,267.541389,45.977939,0.0028976374699814,0.0868814398432238
28,15078,266.549629,55.464772,0.0028893282751279,0.0897707681183517
29,15205,271.048787,57.045911,0.0028173686882118,0.0925881368065635
30,14673,269.659646,50.721356,0.0028151629418295,0.095403299748393
31,13731,269.072965,41.234523,0.0028138758058925,0.0982171755542855
32,16268,249.969465,76.019577,0.0028135821925906,0.1010307577468761
33,16211,251.048188,74.438438,0.0028061398063803,0.1038368975532564
34,13899,269.291559,42.815662,0.0027702377768455,0.1066071353301019
35,16318,245.92751,77.600716,0.0027581739203902,0.1093653092504921
36,15750,270.826517,64.951605,0.002728548896684,0.1120938581471761
37,14814,271.35211,52.302495,0.0026913730373755,0.1147852311845516
