Rank,index,RA,Dec,Probability,CumulativeProb
1,12275,317.690259,28.585412,0.0170785405492213,0.0170785405492213
2,12666,316.647892,31.74769,0.0159377453938278,0.0330162859430491
3,13227,315.138584,36.491106,0.0152520124504023,0.048268298393451405
4,11872,318.927676,25.423135,0.0152264142823032,0.0634947126757546
5,12076,319.687909,27.004273,0.0152033192283384,0.078698031904093
6,12856,315.526806,33.328829,0.015002036320458,0.093700068224551
7,12857,317.419182,33.328829,0.0148754312183246,0.1085754994428756
8,13044,316.321752,34.909968,0.0146631346461378,0.12323863408901341
9,12472,317.29136,30.166551,0.014487505570022,0.1377261396590354
10,12667,318.507238,31.74769,0.0144421927959456,0.15216833245498101
11,11666,319.01476,23.841996,0.0140723543626823,0.16624068681766332
12,11458,320.168409,22.260857,0.0127945555451065,0.17903524236276983
13,13406,315.330402,38.072245,0.0127437690069026,0.19177901136967243
14,12075,317.913288,27.004273,0.0126109386074791,0.20438994997715154
15,11247,319.902681,20.679718,0.0124055360112266,0.21679548598837814
16,11457,318.459936,22.260857,0.0111731172742145,0.22796860326259263
17,13405,313.321927,38.072245,0.0110854290590547,0.23905403232164735
18,12473,319.120179,30.166551,0.0109967819707378,0.2500508142923851
19,13581,313.623241,39.653384,0.0109091042643645,0.2609599185567496
20,11034,321.037956,19.098579,0.0104670026216391,0.2714269211783887
21,10818,319.86592,17.51744,0.0103339675037961,0.2817608886821848
22,13228,317.105299,36.491106,0.01030616584638,0.2920670545285648
23,11667,320.743416,23.841996,0.0102267514785566,0.3022938060071214
24,12276,319.490886,28.585412,0.0101551831223059,0.3124489891294273
25,10602,321.318758,15.936302,0.0099294512567166,0.32237844038614394
26,10162,321.137507,12.774024,0.0097171958262247,0.33209563621236865
27,13752,313.226058,41.234523,0.0094302371014118,0.3415258733137804
28,11033,319.364718,19.098579,0.0093939171955481,0.35091979050932853
29,13043,314.393657,34.909968,0.0092298578081883,0.36014964831751684
30,11248,321.59271,20.679718,0.009205538437223,0.36935518675473983
31,13919,312.401136,42.815662,0.0092039619395696,0.3785591486943094
32,10601,319.674423,15.936302,0.00886882853677,0.3874279772310794
33,9940,321.394913,11.192885,0.0088596481563649,0.39628762538744433
34,11873,320.678347,25.423135,0.008642563484921,0.4049301888723653
35,13582,315.676884,39.653384,0.00858504506822,0.4135152339405853
36,9717,321.638263,9.611746,0.0084325952132789,0.4219478291538642
37,10819,321.52395,17.51744,0.0083138365764986,0.4302616657303628
38,10382,320.304528,14.355163,0.0083057977998805,0.4385674635302433
39,13045,318.249847,34.909968,0.0082564628664926,0.4468239263967359
40,10383,321.936625,14.355163,0.0080045532482394,0.4548284796449753
41,11871,317.177006,25.423135,0.0079961140633628,0.4628245937083381
42,9492,320.808502,8.030607,0.007043280514039,0.46986787422237714
43,14082,310.545463,44.396801,0.0070064481706869,0.47687432239306404
