Rank,index,RA,Dec,Probability,CumulativeProb
1,955,244.463011,-33.079002,0.0008743729098257,0.0008743729098257
2,1053,244.554239,-29.916724,0.0008648144439694,0.0017391873537951
3,1054,248.202665,-29.916724,0.0008545790413554,0.0025937663951505
4,957,252.010944,-33.079002,0.0008543540711369,0.0034481204662874
5,1153,241.510718,-26.754447,0.0008525541079436,0.004300674574231
6,861,244.527942,-36.24128,0.0008495780146291,0.005150252588860101
7,1154,245.052125,-26.754447,0.0008444763736012,0.0059947289624613
8,1055,251.851091,-29.916724,0.0008436624545422,0.0068383914170035
9,770,243.722803,-39.403557,0.0008390772821573,0.0076774686991608
10,956,248.236977,-33.079002,0.0008388666409402,0.008516335340101
11,1155,248.593531,-26.754447,0.0008340779533074,0.0093504132934084
12,685,249.37815,-42.565835,0.0008267159357167,0.010177129229125101
13,862,248.448763,-36.24128,0.0008260394709076,0.011003168700032701
14,604,257.908735,-45.728113,0.0008221037477198,0.011825272447752501
15,772,251.907872,-39.403557,0.0008215200575824,0.012646792505334901
16,686,253.671803,-42.565835,0.0008204226266337,0.0134672151319686
17,864,256.290405,-36.24128,0.0008193944118639,0.0142866095438325
18,863,252.369584,-36.24128,0.0008187985208874,0.0151054080647199
19,774,260.092941,-39.403557,0.0008177487695534,0.0159231568342733
20,684,245.084497,-42.565835,0.0008176972898262,0.0167408541240995
21,771,247.815337,-39.403557,0.0008176222919013,0.0175584764160008
22,1259,250.242968,-23.592169,0.0008123523538505,0.0183708287698513
23,954,240.689044,-33.079002,0.0008119775298491,0.0191828062997004
24,1156,252.134938,-26.754447,0.0008112453310476,0.019994051630748
25,601,244.31853,-45.728113,0.0008101718923822,0.020804223523130203
26,959,259.558878,-33.079002,0.0008100212868706,0.021614244810000804
27,773,256.000407,-39.403557,0.0008099214936312,0.022424166303632004
28,1257,243.341577,-23.592169,0.0008096016118287,0.023233767915460703
29,1052,240.905813,-29.916724,0.0008069385053055,0.0240407064207662
30,602,248.848599,-45.728113,0.0008059135424256,0.0248466199631918
31,603,253.378667,-45.728113,0.0008055128420706,0.0256521328052624
32,1260,253.693664,-23.592169,0.0008020993618051,0.0264542321670675
33,1051,237.257387,-29.916724,0.0007993724144882,0.0272536045815557
34,683,240.790845,-42.565835,0.0007957045223916,0.0280493091039473
35,687,257.965455,-42.565835,0.0007923710911511,0.0288416801950984
36,958,255.784911,-33.079002,0.0007909399969846,0.029632620192083
37,524,248.701125,-48.89039,0.0007905759638566,0.0304231961559396
38,1256,239.890881,-23.592169,0.0007895755203746,0.0312127716763142
39,1152,237.969312,-26.754447,0.0007871019501313,0.0319998736264455
40,2968,62.224446,27.004273,0.0007870539219245,0.032786927548369996
41,1157,255.676344,-26.754447,0.0007869636330567,0.033573891181426695
42,1057,259.147943,-29.916724,0.0007862570440902,0.0343601482255169
43,961,267.106811,-33.079002,0.0007852088505189,0.0351453570760358
44,2543,72.777476,14.355163,0.00078519909471,0.035930556170745795
45,2759,65.65306,20.679718,0.0007843355173882,0.036714891688133994
46,860,240.607122,-36.24128,0.0007840239347143,0.037498915622848294
47,525,253.510661,-48.89039,0.0007837840310016,0.038282699653849894
48,605,262.438803,-45.728113,0.000783099338493,0.039065798992342894
49,1262,260.595055,-23.592169,0.0007828559161787,0.039848654908521595
50,1056,255.499517,-29.916724,0.000782381378862,0.0406310362873836
51,769,239.630268,-39.403557,0.0007823651505836,0.0414134014379672
52,1367,257.250873,-20.429891,0.0007821017609492,0.0421955031989164
53,688,262.259108,-42.565835,0.0007793999982113,0.0429749031971277
54,2763,79.173292,20.679718,0.0007786593681805,0.0437535625653082
55,867,268.052868,-36.24128,0.0007786513636042,0.0445322139289124
56,523,243.891589,-48.89039,0.0007782788740433,0.0453104928029557
57,2652,71.315212,17.51744,0.0007779525820511,0.0460884453850068
58,2541,66.249088,14.355163,0.0007771717452635,0.0468656171302703
59,2867,72.198469,23.841996,0.0007753081571586,0.0476409252874289
60,1258,246.792272,-23.592169,0.0007738722169227,0.0484147975043516
61,2865,65.283845,23.841996,0.0007728857952048,0.049187683299556396
62,2864,61.826533,23.841996,0.0007723338538024,0.04996001715335879
63,2973,79.970657,27.004273,0.0007719759183468,0.050731993071705596
64,865,260.211226,-36.24128,0.0007712757355879,0.051503268807293494
65,600,239.788462,-45.728113,0.0007711814548603,0.05227445026215379
66,1158,259.217751,-26.754447,0.0007706525966054,0.05304510285875919
67,2868,75.655781,23.841996,0.0007705933994317,0.053815696258190895
68,1059,266.444795,-29.916724,0.0007705522955351,0.05458624855372599
69,2651,67.999154,17.51744,0.0007690754164893,0.055355323970215295
70,775,264.185476,-39.403557,0.0007677953292126,0.0561231192994279
71,1160,266.300564,-26.754447,0.0007677603768269,0.0568908796762548
72,2760,69.033118,20.679718,0.0007638841633015,0.0576547638395563
73,2650,64.683095,17.51744,0.0007620139554942,0.0584167777950505
74,1061,273.741647,-29.916724,0.0007619454079987,0.0591787232030492
75,2653,74.631271,17.51744,0.0007616249551945,0.0599403481582437
76,1058,262.796369,-29.916724,0.0007612801226429,0.0607016282808866
77,2430,69.601629,11.192885,0.0007604797728831,0.0614621080537697
78,1362,240.378193,-20.429891,0.0007601930055974,0.062222301059367095
79,1475,257.273316,-17.267614,0.000759414763513,0.06298171582288009
80,2870,82.570405,23.841996,0.0007593389749991,0.06374105479787918
81,960,263.332844,-33.079002,0.0007591121071357,0.06450016690501488
82,2969,65.773689,27.004273,0.0007585505622958,0.06525871746731068
83,866,264.132047,-36.24128,0.0007584948514923,0.06601721231880299
84,1261,257.144359,-23.592169,0.0007581913914254,0.06677540371022839
85,526,258.320197,-48.89039,0.0007575693800799,0.06753297309030828
86,2970,69.322931,27.004273,0.0007569800644038,0.06828995315471209
87,682,236.497192,-42.565835,0.0007568561000188,0.06904680925473089
88,953,236.915077,-33.079002,0.0007564180975644,0.06980322735229529
89,776,268.278011,-39.403557,0.0007562563013909,0.07055948365368618
90,2967,58.675204,27.004273,0.0007550855648674,0.07131456921855359
