Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,0,50,1,2,0,0,2.669e-06,0 59
Genetic,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,0,50,1,2,0,0,7.83967,0 59
AntColony,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,0,50,1,0,0,-1,0.904482,
Hoogeveen,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,0,50,1,2,0,0,0.000161234,0 59
Gurobi,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,0,50,1,2,0,0,0.0296562,0 59
Greedy,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,10,50,1,11,0.432364,9.53805,2.11e-06,0 1 2 3 4 5 6 7 8 9 59
Genetic,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,10,50,1,11,0.432364,9.27446,6.35064,0 1 2 6 4 9 7 5 3 8 59
AntColony,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,10,50,1,11,0.432364,9.28683,0.426478,0 1 6 4 2 8 3 5 7 9 59
Hoogeveen,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,10,50,1,11,0.432364,9.33164,0.000560998,0 1 8 5 3 2 6 4 9 7 59
Gurobi,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,10,50,1,11,0.432364,9.4514,0.257877,0 4 6 1 3 9 5 8 2 7 59
Greedy,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,20,50,1,20,0.581187,19.6633,2.376e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 59
Genetic,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,20,50,1,21,0.591454,19.8729,6.35279,0 1 9 12 13 4 15 18 8 3 14 11 10 7 5 2 6 16 17 19 59
AntColony,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,20,50,1,21,0.591433,19.8233,0.526934,0 1 3 5 7 10 11 14 20 18 8 15 2 6 13 16 4 12 9 17 59
Hoogeveen,../data_RTSS/small_cases2/filtered_GW200316_215756_59nodes.csv,20,50,1,21,0.591454,19.8963,0.00260251,0 1 18 8 15 6 16 13 12 4 2 14 3 11 5 10 7 9 17 19 59
