Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,10,0.235454,9.438,6.17e-06,0 1 2 3 4 6 7 9 10 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.78517,3.91354,0 3 7 1 9 2 4 11 6 10 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.79627,0.410777,0 1 3 7 9 4 6 10 11 2 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.81944,0.000612007,0 1 10 6 11 2 4 9 3 7 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,10,50,1,11,0.25717,9.82719,0.289562,0 10 6 11 2 4 9 1 3 7 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,18,0.358564,19.9502,5.455e-06,0 1 2 3 4 6 7 9 10 11 14 15 16 20 23 24 25 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.5045,6.45278,0 1 4 11 20 14 15 24 23 10 6 2 9 26 3 7 16 25 31 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.376809,19.5444,0.593793,0 1 3 7 16 31 25 33 9 4 2 11 6 10 20 14 23 15 24 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.8368,0.00109903,0 1 31 25 16 7 3 26 9 4 6 24 15 23 14 10 20 11 2 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,20,50,1,20,0.378212,19.9582,0.683505,0 1 2 4 14 24 15 23 10 20 11 6 9 26 3 31 25 16 7 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,25,0.420017,29.839,6.108e-06,0 1 2 3 4 6 7 9 10 11 14 15 16 20 23 24 25 26 31 33 35 36 37 38 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.6868,4.11751,0 3 40 7 33 25 41 31 38 16 36 26 1 37 45 6 43 35 24 15 23 14 10 20 11 2 4 9 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.445528,29.212,1.024,0 1 16 33 25 31 38 7 36 3 40 26 9 4 2 37 11 6 10 20 14 23 15 47 24 35 43 52 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.42,0.00413847,0 1 41 31 25 38 33 16 36 7 40 3 26 9 4 2 37 11 45 6 10 20 14 23 15 24 35 43 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,30,50,1,29,0.447692,29.5328,603.604,0 31 41 25 38 16 33 7 40 26 3 36 1 9 37 4 2 45 11 20 6 10 14 23 15 24 35 43 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,40,50,1,31,0.458967,39.2894,5.855e-06,0 1 2 3 4 6 7 9 10 11 14 15 16 20 23 24 25 26 31 33 35 36 37 38 40 41 43 45 47 51 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,40,50,1,38,0.491543,39.459,4.07616,0 26 40 3 7 16 33 25 41 51 56 31 38 36 55 63 6 62 47 52 59 43 35 24 15 64 23 10 14 20 11 45 2 37 4 9 1 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,40,50,1,38,0.490359,39.0478,0.922627,0 1 55 36 16 51 41 56 31 25 38 33 68 7 40 3 26 9 37 2 4 63 45 6 11 20 10 14 23 15 47 24 52 35 43 59 73 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,40,50,1,38,0.491543,39.1471,0.00321958,0 1 51 41 56 31 25 38 33 16 36 7 40 26 3 55 63 4 9 37 2 45 6 11 20 10 23 14 62 15 64 24 47 52 35 43 59 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,40,50,1,39,0.495261,39.9987,7.82195,0 1 63 4 2 45 6 20 14 62 47 52 43 59 35 24 15 64 23 10 11 37 9 26 40 3 55 36 7 16 33 38 25 31 56 41 51 66 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,50,50,1,37,0.487584,49.1387,5.927e-06,0 1 2 3 4 6 7 9 10 11 14 15 16 20 23 24 25 26 31 33 35 36 37 38 40 41 43 45 47 51 52 55 56 59 62 63 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,50,50,1,47,0.521919,49.2559,6.5566,0 26 40 68 33 38 25 31 71 70 66 72 51 41 56 16 7 36 3 55 63 9 1 4 37 2 45 11 6 10 20 62 14 23 24 64 15 47 52 35 59 73 43 69 75 77 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,50,50,1,47,0.521201,49.0452,2.3986,0 1 63 37 9 26 40 68 33 25 56 70 66 85 72 51 41 31 38 16 7 36 3 55 4 2 45 6 11 20 10 14 23 62 15 64 47 24 52 35 43 73 59 77 69 75 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,50,50,1,47,0.521919,49.1433,0.00423096,0 1 66 72 51 70 41 71 56 31 25 38 16 33 68 7 36 40 26 3 55 63 4 9 37 2 45 6 11 20 10 23 14 62 15 64 24 47 52 35 43 73 59 69 75 77 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191129_134029_7dt_separate.csv,50,50,1,48,0.524633,49.99,10.1855,0 1 26 40 68 33 25 56 41 70 51 66 72 31 71 38 16 7 36 3 55 63 4 9 37 2 45 6 11 20 10 23 14 62 15 64 24 47 52 35 43 73 77 59 69 75 83 100
