Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.99988,3.336e-06,0 1 2 3 4 5 6 7 8 9 49
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.57548,4.5044,0 1 3 9 8 6 4 2 5 7 49
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.6279,1.85579,0 1 9 3 8 6 4 2 5 7 49
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.5983,0.000541745,0 1 9 3 8 6 2 5 7 4 49
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.63568,0.216963,0 5 7 1 3 9 8 6 2 4 49
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,19,0.975975,19.8197,2.815e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 49
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.3671,3.69108,0 1 10 15 17 18 2 7 5 14 3 16 13 9 8 6 12 4 11 49
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.441,1.96266,0 1 18 17 15 10 11 4 12 2 7 5 6 8 9 13 3 14 16 49
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.471,0.00107839,0 1 13 16 14 3 9 8 6 2 12 4 15 11 10 7 5 17 18 49
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.9805,1.15248,0 12 6 10 4 17 18 2 7 11 15 8 9 1 3 14 13 16 5 49
