Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,10,50,1,11,0.505729,9.98818,4.028e-06,0 1 2 3 4 5 6 7 8 10 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,10,50,1,11,0.508235,9.63814,5.41397,0 6 9 5 7 4 2 3 1 8 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,10,50,1,11,0.508235,9.57841,0.585159,0 1 8 3 2 7 5 9 4 6 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,10,50,1,11,0.508235,9.57382,0.000514955,0 1 8 3 2 4 6 9 5 7 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,10,50,1,11,0.508235,9.71898,0.279207,0 1 2 4 6 8 3 9 5 7 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,20,50,1,19,0.657993,19.6857,2.772e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,20,50,1,20,0.666923,19.403,3.55561,0 2 4 5 15 11 19 7 16 3 1 10 17 13 8 12 6 9 14 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,20,50,1,20,0.666923,19.1528,1.7053,0 1 12 8 13 17 3 10 2 16 7 4 6 9 5 14 15 11 19 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,20,50,1,20,0.666923,19.4167,0.00167565,0 1 15 14 9 5 11 19 7 16 2 4 6 10 17 13 3 8 12 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,20,50,1,20,0.666923,19.1298,0.653952,0 1 12 8 13 17 3 10 2 16 7 19 11 15 14 5 9 4 6 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200219_094415_7dt_separate.csv,30,50,1,27,0.707314,29.5295,2.974e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 24 27 33 37 40 42 100
