Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,10,50,1,11,0.941334,9.89115,2.786e-06,0 1 2 3 4 5 6 7 8 9 16
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,10,50,1,11,0.941334,9.59126,4.04013,0 1 6 8 9 2 5 4 7 3 16
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,10,50,1,11,0.941334,9.62922,1.2871,0 1 6 8 9 2 3 7 4 5 16
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,10,50,1,11,0.941334,9.65239,0.00153529,0 1 7 3 4 5 6 2 8 9 16
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,10,50,1,11,0.941334,9.68123,0.00312023,0 1 7 3 4 5 6 8 9 2 16
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,10,50,1,11,0.941334,9.59126,4.85581,0 1 6 8 9 2 5 4 7 3 16
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,20,50,1,18,0.996289,18.632,5.262e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 16
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,20,50,1,18,0.996289,17.3014,4.0808,0 5 11 2 9 15 8 12 6 14 16 13 7 1 4 10 3 16
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,20,50,1,18,0.996289,17.2268,0.245529,0 1 16 13 10 7 14 6 12 8 15 9 2 3 4 5 11 16
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,20,50,1,18,0.996289,17.2342,0.0140855,0 1 15 9 8 2 11 12 6 14 3 5 4 7 10 13 16 16
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200311_115853_7dt_separate.csv,20,50,1,18,0.996289,18.1071,0.00357824,0 1 8 9 11 2 6 3 10 7 4 5 12 13 14 15 16 16
