Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.99988,3.316e-06,0 1 2 3 4 5 6 7 8 9 49
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.57548,4.40417,0 1 3 9 8 6 4 2 5 7 49
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.57548,1.16649,0 1 3 9 8 6 4 2 5 7 49
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.5983,0.00489109,0 1 9 3 8 6 2 5 7 4 49
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.67722,0.00758542,0 1 4 2 7 5 6 8 3 9 49
Hoogeveen+Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,10,50,1,11,0.897975,9.57548,4.88611,0 1 3 9 8 6 4 2 5 7 49
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,19,0.975975,19.8197,3.699e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 49
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.3966,3.75256,0 1 15 17 18 4 2 12 6 8 9 13 16 3 14 5 7 10 11 49
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.4306,0.607144,0 1 17 18 11 15 10 4 12 2 7 5 14 3 6 8 9 13 16 49
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.471,0.00112751,0 1 13 16 14 3 9 8 6 2 12 4 15 11 10 7 5 17 18 49
HoogeveenParallel,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW200224_222234_7dt_separate.csv,20,50,1,20,0.977852,19.471,0.00354039,0 1 13 16 14 3 9 8 6 2 12 4 15 11 10 7 5 17 18 49
