Rank,index,RA,Dec,Probability,CumulativeProb
1,2783,146.774448,20.679718,0.1191220658523919,0.1191220658523919
2,2888,144.802023,23.841996,0.0947174221528824,0.2138394880052743
3,2782,143.39439,20.679718,0.0870550838371641,0.3008945718424384
4,2674,144.268502,17.51744,0.0690419711228548,0.3699365429652932
5,2887,141.344711,23.841996,0.0684450747906516,0.4383816177559448
6,2675,147.584561,17.51744,0.0683894188892507,0.5067710366451955
7,2781,140.014333,20.679718,0.0582037561076372,0.5649747927528327
8,2991,143.857014,27.004273,0.0459560775430632,0.6109308702958959
9,2889,148.259335,23.841996,0.0415473616149323,0.6524782319108282
10,2990,140.307772,27.004273,0.0403412837339921,0.6928195156448204
11,2886,137.887399,23.841996,0.0372282902656768,0.7300478059104971
12,2992,147.406256,27.004273,0.0340241589556292,0.7640719648661263
13,2673,140.952444,17.51744,0.0305821893006776,0.7946541541668038
14,2566,147.853938,14.355163,0.0227066480920426,0.8173608022588464
15,2565,144.589744,14.355163,0.0205917982951512,0.8379526005539977
16,3091,145.142222,30.166551,0.0184408278017736,0.8563934283557713
17,3090,141.484585,30.166551,0.0171088312225267,0.873502259578298
18,2780,136.634275,20.679718,0.016535555126725,0.890037814705023
19,2989,136.75853,27.004273,0.014668986605031,0.904706801310054
20,2672,137.636385,17.51744,0.0115143594709717,0.9162211607810257
21,3089,137.826947,30.166551,0.0104555757983992,0.9266767365794248
22,2784,150.154506,20.679718,0.0102014525016125,0.9368781890810374
23,2564,141.32555,14.355163,0.0069857424178291,0.9438639314988665
24,3188,144.794454,33.328829,0.0055778066281783,0.9494417381270448
25,2885,134.430087,23.841996,0.0054765189508394,0.9549182570778842
26,3187,141.009702,33.328829,0.0050314440118936,0.9599497010897778
27,2454,146.967855,11.192885,0.004904579794572,0.9648542808843499
28,3092,148.79986,30.166551,0.0041012103301722,0.9689554912145221
29,2676,150.90062,17.51744,0.0034137407703054,0.9723692319848275
30,2779,133.254217,20.679718,0.0027375466032465,0.975106778588074
31,2563,138.061356,14.355163,0.0027168410360666,0.9778236196241407
32,3186,137.22495,33.328829,0.0023044057349776,0.9801280253591182
33,2671,134.320326,17.51744,0.0022159890572918,0.9823440144164101
34,2453,143.744263,11.192885,0.001641613801274,0.9839856282176841
35,3189,148.579206,33.328829,0.0015202508143888,0.9855058790320729
36,2567,151.118132,14.355163,0.0012628716342387,0.9867687506663115
37,3281,142.559424,36.491106,0.0012153692801155,0.987984119946427
38,2988,133.209288,27.004273,0.0011063539152837,0.9890904738617107
39,2993,150.955498,27.004273,0.0010895532082814,0.9901800270699921
40,3282,146.492853,36.491106,0.0010810431471123,0.9912610702171044
41,3088,134.169309,30.166551,0.0010484124713761,0.9923094826884805
42,3280,138.625994,36.491106,0.0007927657962853,0.9931022484847658
43,2562,134.797162,14.355163,0.0006903677784656,0.9937926162632315
44,2455,150.191448,11.192885,0.0006691243191238,0.9944617405823553
45,2884,130.972775,23.841996,0.0006109008134408,0.9950726413957961
