Rank,index,RA,Dec,Probability,CumulativeProb
1,2836,325.917514,20.679718,0.0644904065140263,0.0644904065140263
2,2941,328.039564,23.841996,0.0572607615950034,0.1217511681090297
3,2728,323.335669,17.51744,0.0406190515472378,0.1623702196562675
4,654,116.274916,-42.565835,0.0353140576397311,0.19768427729599858
5,573,117.476623,-45.728113,0.0339136701434504,0.23159794743944898
6,3043,328.417603,27.004273,0.0281166287275362,0.2597145761669852
7,2729,326.651728,17.51744,0.0246585276341168,0.284373103801102
8,497,118.843655,-48.89039,0.0241465921272237,0.3085196959283257
9,426,123.29569,-52.052668,0.0234642056724462,0.3319839016007719
10,739,116.854227,-39.403557,0.0232992415912239,0.35528314319199583
11,2940,324.582252,23.841996,0.0214070462767943,0.3766901894687901
12,738,112.761693,-39.403557,0.0211838019328516,0.3978739914016417
13,2619,320.856222,14.355163,0.0195027372789395,0.4173767286805812
14,2835,322.537456,20.679718,0.0193937786214309,0.43677050730201206
15,828,115.140853,-36.24128,0.0191207066363108,0.4558912139383229
16,2837,329.297572,20.679718,0.0186391904006866,0.4745304043390095
17,3044,331.966845,27.004273,0.0180618064149262,0.4925922107539357
18,360,126.181304,-55.214946,0.0169144739181975,0.5095066846721332
19,2620,324.120416,14.355163,0.0159057696910208,0.525412454363154
20,2942,331.496876,23.841996,0.015476520500502,0.540888974863656
21,498,123.653191,-48.89039,0.0149784852302964,0.5558674600939524
22,574,122.006691,-45.728113,0.0143718424806321,0.5702393025745844
23,827,111.220033,-36.24128,0.0143479137292076,0.5845872163037921
24,920,112.374175,-33.079002,0.0129504097195907,0.5975376260233828
25,3422,350.099116,39.653384,0.0120484480999188,0.6095860741233016
26,655,120.568569,-42.565835,0.0114449284619128,0.6210310025852144
27,359,120.638305,-55.214946,0.0108645930841286,0.631895595669343
28,425,118.153247,-52.052668,0.0100631981730889,0.6419587938424318
29,298,123.450963,-58.377223,0.0100390293483297,0.6519978231907615
30,1218,108.764447,-23.592169,0.0099810109903068,0.6619788341810683
31,1016,109.562476,-29.916724,0.0099235220813389,0.6719023562624072
32,2508,321.041864,11.192885,0.0097974116133519,0.6816997678757591
33,193,134.98557,-64.701779,0.0097959308620253,0.6914956987377845
34,1116,110.47868,-26.754447,0.0092924084384668,0.7007881071762513
35,653,111.981264,-42.565835,0.0092063934239458,0.7099945006001971
36,3143,335.339383,30.166551,0.0081851031893244,0.7181796037895215
37,3142,331.681745,30.166551,0.0081685130456022,0.7263481168351237
38,299,129.48211,-58.377223,0.0080669951625631,0.7344151119976868
39,2727,320.01961,17.51744,0.0078165805656368,0.7422316925633237
40,572,112.946555,-45.728113,0.0071977257652691,0.7494294183285928
41,1115,106.937274,-26.754447,0.0070485773871244,0.7564779957157172
42,3506,350.339229,42.815662,0.0066572885040792,0.7631352842197964
43,244,135.517151,-61.539501,0.0063860914434401,0.7695213756632364
44,1322,105.396756,-20.429891,0.0063725258934432,0.7758939015566796
45,1017,113.210902,-29.916724,0.005752372041188,0.7816462735978675
46,1323,108.771292,-20.429891,0.0055744407752011,0.7872207143730686
47,919,108.600208,-33.079002,0.0055063188048916,0.7927270331779602
48,243,128.881416,-61.539501,0.0052424266508163,0.7979694598287765
49,1217,105.313751,-23.592169,0.0052040573684144,0.803173517197191
50,1429,104.942816,-17.267614,0.0051956851502431,0.808369202347434
51,2507,317.818271,11.192885,0.0051134837710053,0.8134826861184393
52,148,140.403575,-67.864056,0.004802085157954,0.8182847712763933
53,194,142.385657,-64.701779,0.0047936491506053,0.8230784204269986
54,3421,345.99183,39.653384,0.0045869636723851,0.8276653840993837
55,77,158.241965,-74.188612,0.0044359572765805,0.8321013413759643
