Rank,index,RA,Dec,Probability,CumulativeProb
1,4050,159.042935,74.438438,0.0378522817649231,0.0378522817649231
2,4078,154.180405,77.600716,0.0331092582157224,0.0709615399806455
3,4016,162.044985,71.276161,0.0265919192144663,0.0975534591951118
4,3370,136.520236,39.653384,0.025843118680772,0.12339657787588379
5,4049,147.255425,74.438438,0.0256232152439002,0.149019793119784
6,4015,152.19387,71.276161,0.0242304141113704,0.1732502072311544
7,4079,168.907639,77.600716,0.0231388611902036,0.196389068421358
8,3457,139.102301,42.815662,0.0228552329520644,0.2192443013734224
9,3279,134.692564,36.491106,0.0221157934716328,0.24136009484505522
10,3820,145.628615,58.62705,0.0202588900263091,0.2616189848713643
11,3758,147.700278,55.464772,0.0193361102221333,0.2809550950934976
12,3976,159.066778,68.113883,0.0192392418078977,0.3001943369013953
13,3371,140.627523,39.653384,0.0177020650177976,0.3178964019191929
14,3539,140.912264,45.977939,0.0165737114359028,0.3344701133550957
15,3280,138.625994,36.491106,0.0163528260967538,0.3508229394518495
16,3185,133.440198,33.328829,0.0162628349762634,0.3670857744281129
17,4051,170.830445,74.438438,0.0156574513248475,0.3827432257529604
18,4099,153.722828,80.762994,0.0147688640090663,0.3975120897620267
19,3689,142.526623,52.302495,0.0144888258672706,0.4120009156292973
20,3757,142.122211,55.464772,0.0142168271399072,0.4262177427692045
21,3617,143.573832,49.140217,0.0141783541562369,0.4403960969254414
22,3690,147.698031,52.302495,0.0140586917717248,0.4544547886971662
23,3458,143.413259,42.815662,0.0131093946468599,0.4675641833440261
24,3186,137.22495,33.328829,0.0127404287665658,0.4803046121105919
25,4077,139.453171,77.600716,0.012289019104513,0.4925936312151049
26,3977,167.550125,68.113883,0.0117230804444964,0.5043167116596013
27,3821,151.702832,58.62705,0.0115551149264099,0.5158718265860113
28,3456,134.791343,42.815662,0.0114212593404163,0.5272930859264275
29,3088,134.169309,30.166551,0.010806423016403,0.5380995089428305
30,4017,171.896101,71.276161,0.0103241094880595,0.54842361843089
31,3369,132.41295,39.653384,0.0101844392634263,0.5586080576943163
32,4100,173.423194,80.762994,0.0100697045590469,0.5686777622533632
33,3087,130.511672,30.166551,0.0098086126505872,0.5784863749039504
34,3975,150.583431,68.113883,0.0096079788645918,0.5880943537685421
35,3877,145.011196,61.789328,0.0095947367129904,0.5976890904815325
36,3540,145.462728,45.977939,0.0094738359836214,0.6071629264651539
37,3278,130.759134,36.491106,0.0090001582550588,0.6161630847202128
38,2987,129.660046,27.004273,0.0087117196096901,0.6248748043299028
39,3878,151.700805,61.789328,0.0085333796906503,0.6334081840205531
40,1213,91.510969,-23.592169,0.0084376499645313,0.6418458339850844
41,1318,91.898612,-20.429891,0.0082867223196213,0.6501325563047058
42,3616,138.740098,49.140217,0.0078185042825523,0.657951060587258
43,3538,136.361801,45.977939,0.0077223683657255,0.6656734289529835
44,3184,129.655446,33.328829,0.0073305573461033,0.6730039862990869
45,3930,152.944767,64.951605,0.0071158991009021,0.6801198853999889
46,2988,133.209288,27.004273,0.0070525549282232,0.6871724403282121
47,2883,127.515463,23.841996,0.0069059764123647,0.6940784167405768
48,3931,160.413827,64.951605,0.0068071566427519,0.7008855733833287
49,4014,142.342755,71.276161,0.0067358240607926,0.7076213974441213
50,3618,148.407567,49.140217,0.0063675328846516,0.713988930328773
51,1214,94.961664,-23.592169,0.0062559109537654,0.7202448412825384
