Rank,index,RA,Dec,Probability,CumulativeProb
1,1671,175.555903,-10.943058,0.2708248622428151,0.2708248622428151
2,1783,174.157381,-7.780781,0.2543166517905955,0.5251415140334106
3,1560,175.534615,-14.105336,0.0847391537143529,0.6098806677477635
4,1896,173.195645,-4.618503,0.0809119001480537,0.6907925678958172
5,1670,172.335058,-10.943058,0.0673796768769826,0.7581722447727999
6,1784,177.349043,-7.780781,0.0438533692308851,0.802025614003685
7,1782,170.965719,-7.780781,0.0374582038042884,0.8394838178079734
8,1672,178.776747,-10.943058,0.0303494413510996,0.8698332591590731
9,1561,178.795201,-14.105336,0.0281413890711335,0.8979746482302066
10,1895,170.023066,-4.618503,0.0165847261112867,0.9145593743414933
11,2009,172.843923,-1.456226,0.0141563976988533,0.9287157720403466
12,1897,176.368225,-4.618503,0.0130385885874186,0.9417543606277652
13,1451,177.796533,-17.267614,0.0124697786932821,0.9542241393210473
14,1559,172.274028,-14.105336,0.0077496854556249,0.9619738247766723
15,2008,169.680624,-1.456226,0.0069690814551612,0.9689429062318334
16,1450,174.485001,-17.267614,0.0046444667176271,0.9735873729494605
17,2122,168.724905,1.706052,0.0023873360062425,0.975974708955703
18,2123,171.888585,1.706052,0.001876801855118,0.977851510810821
19,2460,166.309412,11.192885,0.0016852198198787,0.9795367306306997
20,2235,167.849229,4.86833,0.0014959929030822,0.9810327235337819
21,589,189.957713,-45.728113,0.0010455564888897,0.9820782800226716
22,1894,166.850487,-4.618503,0.0009778876861666,0.9830561677088382
23,2348,166.917332,8.030607,0.0009700416512021,0.9840262093600403
24,671,189.267012,-42.565835,0.000940135951248,0.9849663453112882
25,2010,176.007222,-1.456226,0.0007529048814142,0.9857192501927025
26,2459,163.085819,11.192885,0.0007035039147118,0.9864227541074142
27,512,190.986694,-48.89039,0.0006999962848375,0.9871227503922517
28,1343,176.26201,-20.429891,0.0006960266995348,0.9878187770917866
29,2571,164.174909,14.355163,0.0006588247630597,0.9884776018548462
30,1781,167.774056,-7.780781,0.0006272479228001,0.9891048497776463
31,1344,179.636546,-20.429891,0.0005848615470199,0.9896897113246662
32,756,186.427317,-39.403557,0.0005594144078361,0.9902491257325023
33,2236,171.022956,4.86833,0.0004348541810727,0.990683979913575
34,2007,166.517324,-1.456226,0.00040132138223,0.9910853012958051
35,513,195.79623,-48.89039,0.0003972481334926,0.9914825494292977
36,2121,165.561225,1.706052,0.000365331752849,0.9918478811821467
37,440,195.289891,-52.052668,0.000352011920993,0.9921998931031397
38,2347,163.723737,8.030607,0.000348266887987,0.9925481599911267
39,846,185.715629,-36.24128,0.0003475578884018,0.9928957178795285
40,1452,181.108066,-17.267614,0.0002935354570999,0.9931892533366283
41,1669,169.114214,-10.943058,0.0002876720122787,0.9934769253489071
42,590,194.487781,-45.728113,0.0002561705384845,0.9937330958873916
43,757,190.519852,-39.403557,0.0002442895101468,0.9939773853975383
44,670,184.97336,-42.565835,0.0002441432621469,0.9942215286596853
45,2570,160.910715,14.355163,0.0002277181193834,0.9944492467790687
46,2461,169.533005,11.192885,0.0001768453431674,0.9946260921222361
47,1893,163.677908,-4.618503,0.0001708417922664,0.9947969339145025
48,2349,170.110927,8.030607,0.0001692811493105,0.994966215063813
49,439,190.147448,-52.052668,0.0001585790278248,0.9951247940916378
