Rank,index,RA,Dec,Probability,CumulativeProb
1,15093,308.38513,55.464772,0.003126531189154,0.003126531189154
2,14687,304.624438,50.721356,0.0030981672616585,0.0062246984508125
3,14688,307.121923,50.721356,0.0030710987235596,0.0092957971743721
4,14544,308.873164,49.140217,0.0030468652440812,0.0123426624184533
5,14963,308.128273,53.883634,0.0030383851863087,0.015381047604762001
6,15092,305.596097,55.464772,0.0029990878256981,0.0183801354304601
7,14394,308.068827,47.559078,0.0029810400128072,0.0213611754432673
8,14827,304.966262,52.302495,0.0029569568420829,0.0243181322853502
9,14543,306.456297,49.140217,0.0029324241064274,0.027250556391777602
10,14829,310.13767,52.302495,0.0029110108737933,0.030161567265570902
11,14828,307.551966,52.302495,0.0029003172044838,0.0330618844700547
12,14689,309.619408,50.721356,0.0028888779601272,0.0359507624301819
13,14542,304.03943,49.140217,0.0028761870312962,0.0388269494614781
14,14686,302.126953,50.721356,0.002870938922655,0.041697888384133096
15,14826,302.380558,52.302495,0.002857506806585,0.0445553951907181
16,15091,302.807063,55.464772,0.0028260240176822,0.0473814192084003
17,14962,305.445772,53.883634,0.0028163890910473,0.050197808299447595
18,14393,305.725808,47.559078,0.0028019016268642,0.0529997099263118
19,14964,310.810774,53.883634,0.0027651754400064,0.0557648853663182
20,15094,311.174163,55.464772,0.0027587689537458,0.058523654320064
21,14545,311.290031,49.140217,0.0027446594494151,0.061268313769479096
22,14395,310.411846,47.559078,0.0027355424013191,0.06400385617079819
23,15217,305.928976,57.045911,0.0027329550644575,0.0667368112352557
24,14690,312.116893,50.721356,0.0027320698631015,0.0694688810983572
25,14961,302.763272,53.883634,0.0027109136659605,0.0721797947643177
26,14240,308.49556,45.977939,0.0027012204218083,0.074881015186126
27,14830,312.723374,52.302495,0.0026891813169722,0.0775701965030982
28,15216,303.022294,57.045911,0.0026324708182993,0.0802026673213975
29,15090,300.01803,55.464772,0.0026033383961361,0.0828060057175336
30,14082,310.545463,44.396801,0.002598790075428,0.0854047957929616
31,14241,310.770792,45.977939,0.0025707174796504,0.08797551327261201
32,14239,306.220328,45.977939,0.002565971973297,0.090541485245909
33,13918,310.245657,42.815662,0.0025190996476155,0.0930605848935245
34,14396,312.754866,47.559078,0.0025060790809718,0.09556666397449631
35,14392,303.382789,47.559078,0.0025019102997923,0.09806857427428861
36,13919,312.401136,42.815662,0.0024822018101395,0.10055077608442811
37,14081,308.332569,44.396801,0.0024740940190017,0.10302487010342981
38,15218,308.835658,57.045911,0.0024731008530321,0.1054979709564619
39,13751,311.12353,41.234523,0.0024693642599355,0.10796733521639741
40,14541,301.622563,49.140217,0.0024665703371068,0.11043390555350421
41,14965,313.493275,53.883634,0.0024449004766317,0.11287880603013592
42,14546,313.706899,49.140217,0.0024441328116285,0.11532293884176442
43,14960,300.080771,53.883634,0.0024374382263715,0.11776037706813593
44,14242,313.046024,45.977939,0.0023987516021786,0.12015912867031453
45,13225,311.205154,36.491106,0.0023852000189642,0.12254432868927873
46,13752,313.226058,41.234523,0.0023753833996841,0.12491971208896283
47,15215,300.115611,57.045911,0.0023569785494219,0.12727669063838473
48,15336,304.967382,58.62705,0.0023496480512135,0.12962633868959822
